Episode,Reward
0,9.953688285313547
1,9.01753513328731
2,9.699937897734344
3,9.030646759085357
4,9.816987342201173
5,9.728097951039672
6,8.772314470261335
7,8.854918890632689
8,9.949869430623949
9,8.721376288682222
10,8.542484779842198
11,9.14506160467863
12,9.973507884889841
13,9.963830349035561
14,8.96420664805919
15,9.960295370779932
16,7.959886936470866
17,8.477251624688506
18,8.13073854893446
19,8.931863988749683
