Episode,Reward
0,9.998005165718496
1,0.0031518619507551193
2,9.991015913896263
3,9.985454275272787
4,9.996466792188585
5,9.998474032618105
6,9.990718035958707
7,9.987621988169849
8,9.993337077088654
9,9.967512956820428
10,9.978357865475118
11,9.99752565100789
12,9.99005935806781
13,9.994711607694626
14,0.003412325866520405
15,9.995010766200721
16,9.974971853196621
17,9.983102407306433
18,9.980416230857372
19,9.987200986593962
