Episode,Reward
0,9.998693414963782
1,-0.005277892574667931
2,9.995231275446713
3,9.996502008289099
4,9.99490594677627
5,9.99748272728175
6,9.999526246450841
7,9.998980902135372
8,9.99691943731159
9,9.992492442950606
10,9.992869949899614
11,9.9989062724635
12,9.994149128906429
13,9.999490901827812
14,-0.005007934756577015
15,9.994920854456723
16,9.989611987955868
17,9.996921202167869
18,9.994583982042968
19,9.998625759966671
