Episode,Reward,Loss,Duration
0,0.20513067208230495,0.0,25
1,0.09700491558760405,0.0,15
2,0.16013318486511707,0.0,21
3,0.21618632413446903,0.0,27
4,0.18436690978705883,0.0,23
5,0.23785467725247145,0.021112588699907064,28
6,0.2540796082466841,0.0013879640697268768,30
7,0.4693853072822094,0.00020960687442521492,52
8,0.19166269805282354,0.00021271080368023831,24
9,0.0657799569889903,0.00029982682396869427,11
10,0.15126264933496714,0.00021095701740705408,20
11,0.26594734098762274,0.00021689917207368126,32
12,0.2125353617593646,0.00020943785730870095,27
13,0.2755669793114066,0.00019082994936070463,32
14,0.0033967038616538048,0.00026884821090789046,4
15,0.19600905291736126,0.00021212492225458846,25
16,0.07660727389156818,0.00026236994259913143,12
17,0.21981419995427132,0.00020614678592041687,27
18,0.31104395911097527,0.00017472848680642384,38
19,0.310136622749269,0.00018761158874743464,36
20,0.1884667854756117,0.0002525146214200346,23
21,0.020614352077245712,0.000318811355100479,6
22,0.26883749943226576,0.00018858337341131823,31
23,0.172383900731802,0.00023321656706023285,22
24,0.47687950544059277,0.00016868439958600973,52
25,0.04913584142923355,0.00036452400834403105,9
26,0.23631923738867044,0.0001955749435832591,28
27,0.2603126810863614,0.00017844014109869022,32
28,0.48092980962246656,0.00014840416056444464,53
29,0.21186509542167187,0.00020289815970150253,26
30,0.22751922067254782,0.00019406553424075888,29
31,0.24534224905073643,0.00021367642028931658,29
32,0.003331635147333145,0.00029947079019621015,4
33,0.5846404591575265,0.00016890937219544029,65
34,0.33984185941517353,0.0001707086966035138,41
35,1.5250810189172626,0.0001239724946380029,161
36,0.7919832384213805,0.00011355161904100177,86
37,0.4562632003799081,0.0001436784533485907,51
38,-0.005221119150519371,0.00022744377929484472,3
39,0.3152449354529381,0.00016605375404233692,37
40,0.3649002443999052,0.0001648786465223164,43
41,0.18405599147081375,0.00020661098718240586,24
42,0.8524133581668139,0.00011502951235672878,91
43,0.3884989758953452,0.00015463594139543022,44
44,0.029610708355903625,0.00032371043770191524,7
45,0.18259038217365742,0.00013613540158985415,24
46,0.10382480546832085,0.0002136282584009071,15
47,0.2837687795981765,0.0001756536992830019,34
48,0.26139076333492994,0.00017542005603430762,31
49,0.6384724518284202,0.00010427080912674116,69
50,0.1534098805859685,0.00020312570122769103,20
51,0.24417124688625336,0.00014589171987609007,30
52,0.08346888795495033,0.00019949100337376317,13
53,0.15343619044870138,0.00023048382198404788,21
54,0.380224852822721,0.00012001918860025601,45
55,0.6983704334124923,0.00011319104795499395,75
56,0.3858610447496176,0.0001266727996935938,43
57,0.24931059777736664,0.00012806370978069026,30
58,0.430488970130682,0.00011618870727640267,48
59,0.1277700150385499,0.0001862629101702219,18
60,0.17687187530100346,0.00016392912435879805,22
61,0.20751318149268627,0.00016132965636363503,26
62,0.02165368851274252,0.0003172166446650711,6
63,-0.013491434045135975,0.00043181593719054945,2
64,0.3647794025018811,0.00013169926660339115,44
65,0.3843660047277808,0.0001256555714103025,43
66,0.2797387521713972,0.00012748368965276313,32
67,0.011829334311187267,0.00027334995684213936,5
68,0.05751972459256649,0.0002502675975847524,10
69,0.07021934725344181,0.0002977510666823946,12
70,0.10329540353268385,0.00024251956104611358,15
71,0.39470906369388103,0.00019728213357501028,44
72,0.23998671118170023,0.0001484657189174523,29
73,0.6131145162507892,0.00011694740158308184,66
74,0.34466462675482035,0.00014525443456920748,39
75,0.35802959464490414,0.00013763615806521734,41
76,0.40248018968850374,0.00012973741262533662,46
77,0.19379322603344917,0.00018579163846273636,24
78,0.2362261163070798,0.00017454423254219302,29
79,0.13918692525476217,0.00018216566547236748,19
80,1.617042980156839,9.138018533802586e-05,171
81,0.15653359610587358,0.00018616812449181452,20
82,0.1761252461001277,0.00016132185081242704,23
83,0.09001423604786396,0.00020668322862807794,14
84,0.3128161011263728,0.00019267281580444737,36
85,0.20779414754360914,0.0001908513468851407,26
86,0.054624236188828945,0.0003642788418801501,10
87,0.20368950720876455,0.00016874702574568801,25
88,0.14342037681490183,0.0001494426460340037,20
89,0.40141267981380224,0.0001235447093171792,45
90,0.12424288131296635,0.00015282854029565997,18
91,0.15238260477781296,0.00015458701873285463,20
92,0.24712136574089527,0.00012968403696563216,31
93,0.19318574853241444,0.00015265197301535713,24
94,0.10756199061870575,0.00018590049467093195,16
95,0.21398095320910215,0.0001770031431078678,26
96,0.012014755979180336,0.0003101363661698997,5
97,0.2703929925337434,0.00013244506772025488,32
98,0.22811790648847818,0.00012760920435539447,28
99,0.1095874747261405,0.00019198768541173195,16
100,0.4110965998843312,0.00015105293412330946,46
101,0.2792267920449376,0.00016041072508828208,33
102,0.047493405640125275,0.00021261083101206977,9
103,0.20166027825325727,8.993196444442638e-05,26
104,0.6710591819137335,5.1244942988483265e-05,72
105,-0.021793236956000328,0.0006422025617212057,1
106,0.5918265460059047,9.364284076302563e-05,65
107,0.30914455093443394,7.102038850664232e-05,36
108,0.7065534004941583,4.426176607060035e-05,76
109,0.04501491878181696,0.0001967622849608435,9
110,0.41450670920312405,5.21537028248531e-05,48
111,0.17764928098767996,9.409923483832719e-05,23
112,0.4865928925573826,5.031356257794479e-05,56
113,0.20071935933083296,9.07352517830217e-05,26
114,0.7032911228016019,4.2946938408835866e-05,76
115,0.13103091809898615,9.987364612445365e-05,18
116,0.4944856073707342,5.7474001158848766e-05,58
117,0.04744335822761059,0.00022903996331377939,9
118,0.05516548175364733,0.00013723381307499948,10
119,0.6720698578283191,3.9884553861817066e-05,73
120,0.30451023392379284,7.443678044052962e-05,35
121,0.7445837473496795,4.482573582162665e-05,79
122,0.14941592328250408,0.00010062854605501726,19
123,0.29405368864536285,7.315002762511171e-05,37
124,0.04799237009137869,0.00017132683044312417,9
125,0.1740778610110283,6.981655726280144e-05,23
126,0.6375733381137252,4.398072318165931e-05,69
127,0.19120864383876324,9.608348158508306e-05,25
128,0.6699876403436065,4.514415686192782e-05,72
129,0.3923113401979208,6.614010130255742e-05,45
130,0.1593862809240818,0.00010649091676722968,21
131,0.25512878596782684,6.642236897483423e-05,31
132,0.22349581588059664,0.00010279239183916986,27
133,0.5632426114752889,5.818320124624316e-05,61
134,0.25686400197446346,7.450525266573426e-05,33
135,0.35756127908825874,7.313741685340024e-05,43
136,0.12215051241219044,0.00011007888026463607,17
137,0.37303013633936644,8.966239242591804e-05,43
138,0.3655603351071477,6.427807440514898e-05,41
139,0.18809145875275135,9.634757104019324e-05,24
140,0.44700438901782036,4.8086398924262574e-05,49
141,0.10778358392417431,0.00011800194022271171,16
142,1.0221068365499377,4.739717789763947e-05,108
143,0.169002884067595,8.34111406615905e-05,23
144,0.25338572915643454,6.919818773190679e-05,31
145,0.3138213073834777,7.226442284667832e-05,36
146,0.27736733108758926,6.812564091281577e-05,33
147,0.6619655955582857,4.595894142144123e-05,73
148,0.12494334299117327,9.676105946709868e-05,18
149,0.20862213149666786,0.00010201753786532209,25
150,0.08349791634827852,0.0001365431768275672,13
151,0.532008832320571,4.7719751418591874e-05,59
152,0.15581085812300444,8.84740394212713e-05,20
153,0.1763721378520131,0.00010863985318627039,22
154,0.01968763116747141,0.0001629273047001334,6
155,0.06251452956348658,0.0001653153818055712,11
156,0.18874225486069918,8.803235513092342e-05,23
157,0.15164159331470728,8.516102215729742e-05,21
158,1.4713071873411536,3.0623465005382196e-05,153
159,0.16414983477443457,8.610908229283745e-05,21
160,0.5575947789475322,5.1118457637736965e-05,60
161,0.3402513060718775,6.684099401191373e-05,39
162,0.34855873975902796,5.887577308163688e-05,41
163,0.1867901934310794,8.034019803441576e-05,24
164,0.49016307946294546,4.6194688275136285e-05,55
165,0.10575745161622763,0.00012230522176347828,15
166,0.3027022071182728,8.600059393627037e-05,35
167,0.14149668905884027,9.74518201186775e-05,19
