Episode,Reward,Loss,Duration
0,0.20513067208230495,0.0,25
1,0.09700491558760405,0.0,15
2,0.16013318486511707,0.0,21
3,0.21618632413446903,0.0,27
4,0.18436690978705883,0.0,23
5,0.23785467725247145,0.002591993873162816,28
6,0.2540796082466841,0.0003439335230117043,30
7,0.4693853072822094,0.00011766852891853957,52
8,0.19166269805282354,0.00019809697323580622,24
9,0.0657799569889903,0.00023960138258354908,11
10,0.15126264933496714,0.00026604069462337064,20
11,0.26594734098762274,0.0002281149820646533,32
12,0.2125353617593646,0.00017032640378736823,27
13,0.2755669793114066,0.00017841116937233892,32
14,0.0033967038616538048,0.0003042407988687046,4
15,0.19600905291736126,0.00016761272971052677,25
16,0.07660727389156818,0.00021666983017591215,12
17,0.21981419995427132,0.0002376694882749925,27
18,0.31104395911097527,0.00012687695006637737,38
19,0.310136622749269,0.0001670112629249666,36
20,0.1884667854756117,0.00024405246222158894,23
21,0.020614352077245712,0.0004239680371635283,6
22,0.26883749943226576,0.00016074962425796736,31
23,0.172383900731802,0.00020948920461126943,22
24,0.4350678576156497,0.00015916163791492485,48
25,0.0943148797377944,0.00023731073036157926,14
26,0.2165024522691965,0.00021733708798330135,26
27,0.23158692754805088,0.00020414569082966973,29
28,0.47788212541490793,0.00013313813185547742,53
29,0.34995233081281185,0.00016014360498957104,40
30,0.18053471017628908,0.00016685666275367586,23
31,0.33953846152871847,0.0001512814510772985,38
32,0.1297422619536519,0.00023765949069791916,19
33,0.5413847444579005,0.000133712061052974,61
34,0.25848788395524025,0.00014026693037294535,32
35,0.337911045178771,0.00014417188427423273,38
36,0.17317677568644285,0.00017015129275893307,23
37,1.0714761093258858,9.328384982966651e-05,112
38,-0.005221119150519371,0.00023737055501745394,3
39,0.1939707500860095,0.00020241935388185084,25
40,0.3677954887971282,0.00013685471285276523,41
41,0.11979312729090452,0.00015741655400180367,17
42,0.45147834718227386,0.00012463232590508757,51
43,0.45387860108166933,9.949979471903313e-05,51
44,0.029080409556627274,0.0002619964101800828,7
45,0.16291670594364405,0.0001235674416503488,22
46,0.3581922575831413,0.00012039423977098936,44
47,0.14595710765570402,0.00015801522232849444,19
48,0.2995848273858428,0.00011986064140835558,34
49,0.38577528204768896,0.000113221203388424,44
50,0.19776295591145754,0.00013632855756441132,25
51,0.10473876167088747,0.00015126015277928674,15
52,0.08335546869784594,0.0002473805574342035,13
53,0.1405472382903099,0.00016700486977290558,19
54,0.10451690759509802,0.0002096936499583535,15
55,0.675675199367106,0.00010563880312798723,73
56,0.6469612326472998,8.176562940360794e-05,71
57,0.3114786930382252,9.9400447406633e-05,37
58,0.491835068911314,9.314149312038873e-05,56
59,0.25136926118284464,0.00011784873436226917,32
60,0.3896119138225913,0.00010616813030785785,44
61,0.1235214751213789,0.00013412754453704967,17
62,0.16402433533221483,0.0001479709323823706,22
63,-0.01356435939669609,0.00035094637132715434,2
64,0.08582467958331108,0.00029252241858137917,13
65,0.5697088604792953,0.0001056914683073553,61
66,0.4214474707841873,8.802990429258182e-05,47
67,0.02034217957407236,0.0002325942975100285,6
68,0.6278092162683606,7.458306113926162e-05,71
69,0.011959608644247055,0.00017950782494153829,5
70,0.11369680427014828,0.00016694854411980486,16
71,0.3396924985572696,0.00013932200712779856,38
72,0.9965760251507163,7.299817570171962e-05,105
73,0.8410677313804626,7.223334523587255e-05,92
74,0.30792201682925224,0.00012740226470163584,36
75,0.44131822045892477,9.51896152614876e-05,51
76,0.1554177301004529,0.00014888201385474532,20
77,0.23890363704413176,0.00011922644400077968,29
78,0.35935891699045897,9.656756690940423e-05,41
79,0.144341379404068,0.00013695406560145784,20
80,0.551376586779952,8.676085554561426e-05,61
81,0.6255780961364508,7.338717019158491e-05,67
82,0.34425226505845785,9.142483931776578e-05,39
83,0.046400767751038074,0.00022830576401449635,9
84,0.4750596731901169,8.912803123503518e-05,54
85,0.06769971176981926,0.00021387578784593973,11
86,0.08162553329020739,0.0001777819281694694,13
87,0.2822104524821043,0.00011109408247152301,33
88,0.33074958343058825,0.00010336505347368075,40
89,0.40193573106080294,8.299085250958645e-05,45
90,0.029323481023311615,0.00021500851393544247,7
91,0.19197157584130764,9.489373390654994e-05,24
92,0.15816265158355236,0.00011676155190798454,21
93,0.11511890031397343,0.00015081151536833204,16
94,0.09197587706148624,0.0002038970560533926,14
95,0.22653071582317352,0.0001251152567015702,27
96,0.10638716630637646,0.0001519514457868354,16
97,0.2846460621803999,0.00011534540360170307,34
98,0.440981880761683,8.874392926595554e-05,49
99,0.27054594084620476,9.849829123542055e-05,34
100,0.2235711496323347,9.722411362287988e-05,28
101,0.1710517294704914,0.0002423197878339455,22
102,0.047448379918932915,0.00017573639747246893,9
103,0.16658712644129992,8.933007815027271e-05,22
104,0.3303932435810566,6.521061159219244e-05,40
105,-0.021808847784996033,0.0007073886808939278,1
106,0.11666058842092752,0.00022452712778431305,16
107,0.16723314300179482,0.00014246153226676617,21
108,0.1348258638754487,0.00012242143141823666,18
109,-0.013514376245439053,0.000310405193886254,2
110,0.5869353683665395,7.776349428922913e-05,64
111,0.5008110301569104,4.858370189858282e-05,57
112,0.2662194473668933,6.401851538667512e-05,33
113,0.33811703603714705,6.114366143021204e-05,41
114,0.5377146992832422,4.508319943852257e-05,59
115,0.30940866842865944,5.485150395064633e-05,38
116,0.15029267314821482,8.077413301743079e-05,21
117,0.04731309600174427,0.0001615819779140616,9
118,0.16974090225994587,6.942362763410252e-05,23
119,0.0649765282869339,0.00016018263109303504,11
120,0.5995622584596276,3.5061418510360036e-05,65
121,0.33614399563521147,5.831326949957752e-05,38
122,0.16634908318519592,9.135011134189664e-05,21
123,0.2758116414770484,6.450443202886484e-05,34
124,0.3563243392854929,5.061100525148673e-05,43
125,0.5940991984680295,3.9358472979354425e-05,65
126,0.8777356911450624,3.1424100535196944e-05,94
127,0.15623624995350838,7.90472519102401e-05,21
128,0.3811313835904002,6.224828323617906e-05,44
129,0.13021778129041195,0.0001152724794605199,17
130,0.1911566350609064,9.635913632640343e-05,24
131,0.4766391795128584,3.996950776623139e-05,55
132,0.12776171881705523,0.00010569167373914217,17
133,0.3971077362075448,6.42622728925992e-05,44
134,0.15117190778255463,7.725073018740485e-05,21
135,0.17268013581633568,8.383659856601456e-05,23
136,0.1111933933570981,0.00010718162320699776,16
137,0.316105380654335,7.59216968617693e-05,36
138,0.4585403688251972,5.247190928653878e-05,51
139,0.1684497632086277,8.108910647437865e-05,22
140,0.25818720553070307,7.034144624823614e-05,31
141,0.17915293294936419,6.834996440829855e-05,24
142,0.5750068062916398,3.946465867123888e-05,63
143,0.06377685908228159,0.00013416387975501658,11
144,0.2944398447871208,5.0436511748878675e-05,34
145,0.3869092930108309,5.3310299067148165e-05,44
146,0.4556980049237609,4.2282577815058176e-05,50
147,0.40457166731357574,4.820881317249991e-05,45
148,0.08880355022847652,0.0001242533158542106,14
149,0.2567245112732053,6.216304190010922e-05,31
150,0.10899858549237251,0.00010912470270341146,16
151,0.6222172575071454,3.871963584809718e-05,68
152,0.28238252364099026,5.820850205826432e-05,33
153,0.27308282908052206,5.860021485659672e-05,32
154,-0.005221258848905563,0.00020764329231800124,3
155,0.19709061086177826,0.00010554837209147754,27
156,0.48027973156422377,3.578431814358654e-05,55
157,0.1547352084890008,7.611747176789712e-05,21
158,0.6386144729331136,3.911298837419304e-05,69
159,0.16580906603485346,7.66603631009708e-05,21
160,0.19452225603163242,8.184039127930494e-05,24
161,0.1565598715096712,8.395151962758973e-05,20
162,1.1444476144388318,2.70567728913799e-05,120
163,0.07515769265592098,0.00012679204079783327,12
164,1.0683775609359145,2.2095162332930038e-05,113
165,0.3406130447983742,4.842974266239253e-05,40
166,0.2420575376600027,6.244265277928207e-05,30
167,0.29189453180879354,5.439577538969128e-05,35
