Episode,Reward
0,0.11396277137100697
1,0.020917481742799282
2,0.040929220616817474
3,0.1325359335169196
4,0.0819657864049077
5,0.04952829983085394
6,0.0034102899953722954
7,0.03048325516283512
8,0.06029065139591694
9,0.12263697385787964
10,0.061536495573818684
11,0.12266390770673752
12,0.12293782271444798
13,0.0812029205262661
14,0.11320406198501587
15,0.05078524071723223
16,0.021624178625643253
17,0.08240921702235937
18,0.07126265577971935
19,0.040643599815666676
