Episode,Reward
0,0.2068415740504861
1,0.046930684708058834
2,0.4383742967620492
3,0.15821171551942825
4,1.0921655166894197
5,0.5855602920055389
6,0.16674159280955791
7,0.5289007322862744
8,0.14331842865794897
9,0.647657185792923
10,0.028882261365652084
11,0.6474294643849134
12,0.5629104552790523
13,0.17601566947996616
14,0.23945204447954893
15,0.020462187007069588
16,0.34449580404907465
17,0.09722125250846148
18,0.38059855438768864
19,0.04728824645280838
