Episode,Reward,Actor_Loss,Critic_Loss,Duration
99,0.029554429464042187,"[0.0016416911967098713, 0.00451078312471509, 0.0017961427802219987, 0.0009450435754843056, 0.0005747998366132379, 0.0008880792884156108, -0.011171889491379261]","[0.0011403756216168404, 0.0021491229999810457, 0.00014612155791837722, 2.834139195329044e-05, 1.567161780258175e-05, 5.8294437621952966e-05, 0.014580906368792057]",7
100,0.10843295976519585,"[-0.006053992081433535, 0.0027169566601514816, -0.01001046784222126, 0.011543616652488708, -0.005681714974343777, -0.005357238929718733, -0.05725984647870064, 0.016800886020064354, -0.005779135040938854, -0.04294654354453087, -0.017061254009604454, 0.0003676732594612986, -0.01531726773828268, 0.017622681334614754, 5.510930350283161e-05, -1.0524625778198242]","[0.0006794832297600806, 6.010438301018439e-05, 0.0006617721519432962, 0.0009306115098297596, 0.0004700494173448533, 1.0994769581884611e-05, 0.0005207372596487403, 0.0015669234562665224, 0.001826310413889587, 0.0002840127272065729, 0.00010499137715669349, 7.400710728688864e-07, 9.52856644289568e-05, 0.00010843751806532964, 1.4170190354434453e-07, 0.054027657955884933]",16
101,0.7734944634139538,"[0.008364371955394745, -1.1521377018652856e-05, -0.001392074511386454, -0.0016810817178338766, -0.003060144605115056, -0.0034780395217239857, -0.0038166195154190063, -0.0017692273249849677, -0.0002581834851298481, 0.0008546768222004175, 0.0010933860903605819, 0.0002628436777740717, 0.00019037087622564286, 0.0002846364805009216, 0.00014232129615265876, -0.00026573421200737357, -0.00026639190036803484, -4.7787696530576795e-05, -0.0016391818644478917, -0.0002754504093900323, 0.00031939614564180374, -0.0004351608513388783, 0.002174385590478778, -0.0009829989867284894, -0.0007982813403941691, -0.0006190086714923382, -0.009840353392064571, -0.0004723327001556754, -0.0003754069621209055, -0.0002425395796308294, -0.0018742638640105724, -0.00019657309167087078, -0.00028232834301888943, 0.0012368937022984028, -0.0008328132098540664, -0.000754534499719739, -0.000665700004901737, -0.0004486363031901419, -0.0003999581967946142, 0.0017328386893495917, -0.0009925556369125843, -0.0009781700791791081, -0.0009098920854739845, -0.0006813484360463917, -0.0005885232822038233, -0.0005392072489485145, -0.0006093773990869522, 0.0013213836355134845, -0.0008337671752087772, -0.000671142537612468, -0.0007987139979377389, -0.0007628327002748847, -0.0008542625582776964, -0.0007581777754239738, -0.0006665101973339915, -0.0005618423456326127, 0.0015095468843355775, -0.0008884032140485942, -0.012441819533705711, -0.0005124816671013832, -0.0007183710113167763, -0.0006219596252776682, -0.0006971964030526578, -0.0008141674334183335, -0.0007663241703994572, -0.05492373928427696, -0.00019631335453595966, -0.00011882979742949829, -2.858172229025513e-05, 6.093010142649291e-06, 0.00014755780284758657, 0.00019080739002674818, 0.00016471988055855036, 0.00016067987598944455, 0.00015273664030246437, 0.00014275994908530265, 0.00010403760825283825, 7.434819417539984e-05, 8.778403571341187e-05, 8.615767728770152e-05, 0.00010090020077768713, 0.0001357591972919181, 0.0022526131942868233]","[0.004808323457837105, 4.1247227500207373e-07, 0.001868747640401125, 0.0010303502203896642, 0.0015416915994137526, 0.0010728052584454417, 0.0008270939579233527, 0.00013767856580670923, 2.5406684471818153e-06, 2.5285973606514744e-05, 4.060586434206925e-05, 2.512057335479767e-06, 1.495578089816263e-06, 3.902390744769946e-06, 1.1301361837467994e-06, 4.599713975039776e-06, 5.339028120943112e-06, 2.0024002367335925e-07, 0.0002746479294728488, 4.063206233695382e-06, 6.1988330344320275e-06, 3.7884326786752354e-08, 0.0003721891844179481, 5.425666313385591e-05, 3.6677069147117436e-05, 2.3966877051861957e-05, 1.926138429553248e-05, 1.7713773559080437e-05, 1.2732492905342951e-05, 5.986103133182041e-06, 5.843981512043683e-07, 4.870108114118921e-06, 1.1248003829678055e-05, 0.0002411713358014822, 5.362366573535837e-05, 4.905967216473073e-05, 4.278525011613965e-05, 2.1571226170635782e-05, 1.886400605144445e-05, 0.0003889155341312289, 7.423443457810208e-05, 7.657017704332247e-05, 7.178632222348824e-05, 4.4288728531682864e-05, 3.6342491512186825e-05, 3.3328997233184054e-05, 4.688296030508354e-05, 0.0002440009411657229, 5.1616691052913666e-05, 3.553602073225193e-05, 5.523305662791245e-05, 5.540040729101747e-05, 7.676093082409352e-05, 6.725914136040956e-05, 5.8616056776372716e-05, 4.733235255116597e-05, 0.0003864515747409314, 5.5252548918360844e-05, 2.9929298761999235e-05, 2.360655525990296e-05, 5.44368194823619e-05, 4.836639709537849e-05, 7.169772288762033e-05, 0.00011456340143922716, 0.00011797026672866195, 6.902220047777519e-05, 1.0581050446489826e-05, 4.5829110604245216e-06, 3.135567965273367e-07, 1.6878107800266662e-08, 1.1687017831718549e-05, 2.31179510592483e-05, 2.036598561971914e-05, 2.2920985429664142e-05, 2.459872303006705e-05, 2.554348793637473e-05, 1.6152538591995835e-05, 9.863921150099486e-06, 1.65493693202734e-05, 1.923131276271306e-05, 3.1908512028167024e-05, 7.011398702161387e-05, 0.02351047284901142]",83
102,0.056104532442986965,"[0.0003835858078673482, -0.0005861739628016949, -0.0032240881118923426, -0.001740818377584219, -0.0028239828534424305, -0.0013846942456439137, -0.00032535084756091237, -0.0002312263532076031, -0.0002733729488682002, -0.004025328904390335]","[1.5092074136191513e-05, 1.5847781469346955e-05, 0.0003541765036061406, 0.00010773759277071804, 0.00039767567068338394, 0.0001537025673314929, 1.44040450322791e-05, 1.2441940270946361e-05, 2.940636477433145e-05, 0.01047391165047884]",10
103,0.34735658671706915,"[-0.00022674811771139503, -0.0011171759106218815, -0.0016252141213044524, -0.00016280310228466988, 0.00032402455690316856, -0.0012362196575850248, -0.0008838673238642514, -0.0005170725635252893, -0.00019269681069999933, 0.0015607870882377028, -0.0007379099843092263, -0.0004075911710970104, -0.0001231710339197889, -9.856468386715278e-05, 0.00011960073607042432, 4.197558155283332e-05, 1.9839249944197945e-05, -6.620858039241284e-05, -0.024906886741518974, -0.00023557565873488784, -0.0001379393070237711, -5.61379456485156e-05, -3.1432518881047145e-05, 3.2946620194707066e-05, 1.1079004252678715e-05, 4.168454688624479e-05, 4.633584467228502e-05, 4.754184919875115e-05, 2.4154169295798056e-05, 1.404850718245143e-05, 1.1108500075351913e-05, 1.1869859008584172e-05, 1.016362693917472e-05, 1.4137102880340535e-05, 1.3584059161075857e-05, 1.953705032065045e-05, 1.5607327441102825e-05, 9.934222362062428e-06, -8.710822294233367e-05]","[7.231350900838152e-05, 0.000712655542884022, 0.0007375662680715322, 4.7351131797768176e-06, 1.5515039194724523e-05, 0.00023445510305464268, 0.00012980171595700085, 5.147782576386817e-05, 8.574950697948225e-06, 0.0007027216488495469, 8.095473458524793e-05, 2.940822196251247e-05, 3.3455619359301636e-06, 2.7013165890821256e-06, 5.053254426456988e-06, 7.993872372935584e-07, 2.3404415117056487e-07, 3.3923311093531083e-06, 5.0908492994494736e-05, 7.133429608074948e-05, 3.124251088593155e-05, 6.54527184451581e-06, 2.573957772256108e-06, 3.540108082233928e-06, 4.96946256589581e-07, 8.682870429765899e-06, 1.3169552403269336e-05, 1.6935680832830258e-05, 5.343143129721284e-06, 2.2187143713381374e-06, 1.7001163996610558e-06, 2.3748814328428125e-06, 2.1304658730514348e-06, 5.039421012043022e-06, 5.682969913323177e-06, 1.4365854440256953e-05, 1.121345667343121e-05, 5.563563263422111e-06, 0.0005245061474852264]",39
104,0.32764576748013496,"[-0.002005428308621049, -0.0030159528832882643, 0.0006711529567837715, 0.003608910134062171, -0.0025628709699958563, 0.0013156224740669131, 0.0008320061606355011, 0.0004317938000895083, 0.0012472232338041067, 0.0009437812259420753, 0.0008788873092271388, 0.01858188584446907, 0.00023343824432231486, -0.0003856393741443753, -0.018059028312563896, -0.0001693740050541237, -0.00013441576447803527, -9.037266136147082e-05, -4.7696932597318664e-05, -4.25151847593952e-05, -6.155756273074076e-05, -5.667842924594879e-05, 7.569986337330192e-05, 9.268194844480604e-05, 7.255923992488533e-05, 6.127602682681754e-05, 6.172138819238171e-05, 4.7790923417778686e-05, 3.6057874240214005e-05, 2.3377851903205737e-05, 1.452079595765099e-05, 6.177395789563889e-06, -6.551694241352379e-06, -1.016413534671301e-05, -2.600036168587394e-05, -3.4960485209012404e-05, -0.0003321381227578968]","[0.0005684306379407644, 0.0006094534764997661, 1.933574822032824e-05, 0.00047791708493605256, 0.0003982113266829401, 7.202096458058804e-05, 2.589079122117255e-05, 7.598080173920607e-06, 7.94967490946874e-05, 5.7764445955399424e-05, 6.654977914877236e-05, 5.6027267419267446e-05, 8.448269909422379e-06, 3.047814425372053e-05, 3.956864384235814e-05, 1.0273562111251522e-05, 8.480003089061938e-06, 4.951903520122869e-06, 1.7584003444426344e-06, 1.7659368722888757e-06, 4.656614692066796e-06, 4.9221380322705954e-06, 1.0863634088309482e-05, 2.0039542505401187e-05, 1.5053371498652268e-05, 1.3154874977772124e-05, 1.6333906387444586e-05, 1.1962767530349083e-05, 8.309124496008735e-06, 4.259038178133778e-06, 1.9978187992819585e-06, 4.425244242156623e-07, 6.125118261479656e-07, 1.816732492443407e-06, 1.4675954844278749e-05, 3.2818890758790076e-05, 0.0036711145658046007]",37
105,0.15894217416644096,"[-0.05597327649593353, 0.0001362366310786456, 0.0009700583759695292, -0.0002941886486951262, -0.0013578858925029635, -0.00033686761162243783, 7.553788600489497e-05, 0.00028985319659113884, 0.00020142443827353418, 0.00020629182108677924, 0.00022477039601653814, 0.0001487554982304573, 0.00015367267769761384, 7.468216790584847e-05, 7.423444913001731e-05, 5.5884040193632245e-05, 4.198395254206844e-05, 3.283955084043555e-05, 3.133933205390349e-05, 0.00046659703366458416]","[0.0003270382876507938, 1.586866801517317e-06, 5.085000520921312e-05, 4.942623036185978e-06, 0.00015061086742207408, 1.609061291674152e-05, 1.464434490117128e-06, 3.86586289096158e-05, 3.318411472719163e-05, 6.030903386999853e-05, 0.00012068958312738687, 8.715689909877256e-05, 0.00014977365208324045, 5.58173269382678e-05, 8.544234879082069e-05, 7.373968401225284e-05, 6.232949817785993e-05, 5.627805876429193e-05, 7.461443601641804e-05, 0.023784970864653587]",20
106,0.5265092169865966,"[-0.0013275831006467342, -0.0003198767954017967, 0.00036483263829723, 0.0007193273049779236, 0.002438645577058196, 0.0020877725910395384, 0.0013750037178397179, 0.0007064133533276618, 0.0005821082158945501, -1.8731518139247783e-05, 0.00016186878201551735, 0.00010405730427009985, -2.3818258796381997e-06, 7.3118389991577715e-06, 9.957448128261603e-06, -6.682416278636083e-05, -0.0001896045869216323, -0.00024540312006138265, -0.00029841758077964187, -0.00035441856016404927, -0.00036008437746204436, -0.0003620633506216109, -0.00035691235098056495, -0.00033147179055958986, -0.00031375137041322887, -0.0003204871027264744, -0.025122955441474915, -0.0002861593966372311, -0.00027788738952949643, -0.00034560589119791985, -0.0003290108288638294, -0.0003110148827545345, -0.000270404590992257, -0.0002495759981684387, -0.000233756160014309, -0.0002177453861804679, -0.00018487253692001104, -0.00016565444821026176, -0.00015076278941705823, -0.0001374631392536685, -0.00011366077524144202, -0.00010927115363301709, -0.00011988768528681248, -0.00010699379345169291, -8.22372967377305e-05, -6.348702299874276e-05, -3.343619391671382e-05, -2.8404476324794814e-05, -2.3075659555615857e-05, -1.6933678125496954e-05, -6.815994311182294e-06, 4.571707847844664e-07, 3.6728506529470906e-05, 6.429472705349326e-05, -0.00025003886548802257, 7.37985028536059e-05, 7.362539327004924e-05, -0.0005655301501974463]","[0.00029821787029504776, 1.0142826795345172e-05, 9.576817319612019e-06, 3.112834019702859e-05, 0.00032842427026480436, 0.00025202357210218906, 0.0001222807477461174, 3.8159112591529265e-05, 3.0500852517434396e-05, 3.67787791333285e-08, 3.176267682647449e-06, 1.5147369367696228e-06, 9.150236124355615e-10, 9.925970267943285e-09, 2.121215914030472e-08, 1.0916897963397787e-06, 9.934997251548339e-06, 1.8612956409924664e-05, 3.069042577408254e-05, 4.792944309883751e-05, 5.429837983683683e-05, 5.99194536334835e-05, 6.312493496807292e-05, 5.8648231060942635e-05, 5.637423601001501e-05, 6.292052421486005e-05, 5.866603532922454e-05, 5.8538276789477095e-05, 6.006949843140319e-05, 0.00010067148832604289, 9.844249143498018e-05, 9.462498564971611e-05, 7.674813241465017e-05, 7.002168422332034e-05, 6.570229743374512e-05, 6.095695061958395e-05, 4.704635284724645e-05, 4.0457867726217955e-05, 3.593651490518823e-05, 3.210341674275696e-05, 2.3692353352089413e-05, 2.3752738343318924e-05, 3.123085116385482e-05, 2.7288975616102107e-05, 1.7787100659916177e-05, 1.174146200355608e-05, 3.6230444493412506e-06, 2.9231237022031564e-06, 2.1655887394445017e-06, 1.314673681918066e-06, 2.412719766198279e-07, 1.2356518030998132e-09, 9.178746040561236e-06, 3.281253157183528e-05, 0.0005828430294059217, 1.3874762771592941e-05, 1.835342300182674e-05, 0.0014354910235852003]",58
107,0.15598117094486952,"[-0.017016194760799408, 0.019967567175626755, -0.0010478537296876311, 0.005338968709111214, 0.0019128617132082582, -0.0014163525775074959, -0.00038569228490814567, 0.0003039892471861094, 0.0005894514615647495, 0.00042590629891492426, 0.00037187396083027124, 0.00024128236691467464, 0.0002125863975379616, 0.00015728798462077975, 0.0001167271620943211, 8.723102655494586e-05, 7.483496301574633e-05, 6.323940033325925e-05, 3.604719677241519e-05, -0.00028571972507052124]","[1.8093585822498426e-05, 1.8609485778142698e-05, 2.854129343177192e-05, 0.0006533954292535782, 0.00010712612856877968, 0.00010813861445058137, 1.5613815776305273e-05, 1.8552977053332143e-05, 0.00012776472431141883, 0.00011795861064456403, 0.00015545415226370096, 0.0001098120046663098, 0.00013921139179728925, 0.00012152036651968956, 0.00010451447451487184, 8.94569166121073e-05, 9.922392928274348e-05, 0.00010520089563215151, 5.010002860217355e-05, 0.004561915993690491]",20
108,0.13777707889676094,"[-0.005434168968349695, 0.0015077628195285797, 0.0017379632918164134, 0.002271441975608468, 0.0013566792476922274, -0.001127444440498948, 0.0008500049589201808, 0.0003108054806943983, 0.00010508394916541874, 0.00012602959759533405, 0.00031209271401166916, 0.00024920827127061784, 0.00017921025573741645, 8.495802467223257e-05, 6.870637298561633e-05, 4.472988803172484e-05, 2.8327327527222224e-05, -0.00046366709284484386]","[3.6235423976904713e-06, 0.0006576176383532584, 0.00024582998594269156, 0.00025193789042532444, 9.381370182381943e-05, 9.241767838830128e-05, 9.903116733767092e-05, 2.6503161279833876e-05, 6.003552243782906e-06, 1.6836314898682758e-05, 0.00019362042075954378, 0.00022352671658154577, 0.00020328826212789863, 7.871077104937285e-05, 8.636457641841844e-05, 5.99384875386022e-05, 3.850655411952175e-05, 0.01619880087673664]",18
109,0.048643157817423344,"[0.0017360050696879625, 0.00501646613702178, -0.020626027137041092, -0.0014532037312164903, 7.414137508021668e-05, 0.00037710851756855845, 7.141999958548695e-05, 7.435308361891657e-05, 9.993313142331317e-05]","[0.0006712442846037447, 0.0022509729024022818, 2.681597470655106e-05, 0.00022833469847682863, 1.0006878028434585e-06, 5.277989475871436e-05, 4.059013463120209e-06, 9.23652078199666e-06, 3.3706357498886064e-05]",9
110,0.2972525265067816,"[-0.0023080487735569477, -0.0013840632745996118, 9.667245467426255e-05, 0.0007998580695129931, -0.0006421646103262901, -8.724549115868285e-05, -0.0004858850734308362, -0.0005284310318529606, -0.0001794727286323905, 2.9150878617656417e-05, 0.00015551206888630986, 0.00012432344374246895, 9.94196961983107e-05, 8.288760000141338e-05, 0.0001182230917038396, 0.00012968525697942823, 8.762304787524045e-05, 6.628227129112929e-05, 5.398273788159713e-05, 6.125983054516837e-05, 7.417894812533632e-05, 6.259867950575426e-05, 4.097594865015708e-05, 3.593159999581985e-05, 3.140414992230944e-05, 2.2190653908182867e-05, 1.5349620298366062e-05, 1.0445875886944123e-05, 6.857945209048921e-06, 4.04773345508147e-06, 1.8643268049345352e-06, 1.7334863287032931e-06, 2.4339603896805784e-06, -0.00011322462523821741]","[0.0009407925535924733, 0.00015536397404503077, 5.151354116605944e-07, 3.134387225145474e-05, 2.584335015853867e-05, 6.891880275361473e-07, 3.131835183012299e-05, 5.641507959808223e-05, 9.840768143476453e-06, 3.900749732110853e-07, 1.6535732356715016e-05, 1.553347465232946e-05, 1.42770795719116e-05, 1.3974099601909984e-05, 7.259199264808558e-06, 1.3615582247439306e-05, 9.436916116101202e-06, 8.014797458599787e-06, 7.76449087425135e-06, 1.4371686120284721e-05, 2.983973354275804e-05, 2.9737950171693228e-05, 1.7627738998271525e-05, 1.8562139302957803e-05, 1.9247750969952904e-05, 1.2949631127412431e-05, 8.295921361423098e-06, 5.116812644700985e-06, 2.9195834940765053e-06, 1.3410825658866088e-06, 3.7396284824353643e-07, 4.2395387822580233e-07, 1.0936602166111697e-06, 0.0030947348568588495]",34
111,0.7266497118398547,"[-0.00045956630492582917, -0.00012129321839893237, -0.0015523353358730674, 0.00022449104289989918, 0.002839672612026334, -0.001382461516186595, 1.1741201888071373e-05, 0.0006401579594239593, 0.0005846039857715368, -0.002954229013994336, -0.00844681728631258, -0.0003413740487303585, -0.0003059413575101644, -0.00036342290695756674, 0.0008544562733732164, -0.00010791954264277592, -0.00022267043823376298, -2.4912604203564115e-05, -0.0003820293059106916, 1.3533912124330527e-06, -0.001620518509298563, 0.0005057419766671956, -0.0002627917565405369, -0.0009815212106332183, 0.00021770129387732595, 0.0010450538247823715, 0.0007297689444385469, 0.0006139337201602757, 0.0005507528549060225, -5.5025160691002384e-05, -2.8448583179851994e-05, -0.00013602313993033022, -0.00015292664465960115, -0.0001543359103379771, -0.00014067211304791272, 0.000701701792422682, 0.00010970492439810187, 0.0009186347597278655, 0.00045479321852326393, 0.00010289564670529217, 4.990167508367449e-05, 7.792229735059664e-05, -2.1955183910904452e-05, 4.25129801442381e-05, -7.882686986704357e-06, -1.5970170352375135e-05, 8.360299034393393e-06, 1.8623821233632043e-05, 4.0983282815432176e-05, 3.4010801755357534e-05, 2.6128140234504826e-05, 2.052135459962301e-05, 0.0010501418728381395, 1.1492380508570932e-05, 0.0001704962196527049, -2.462023257976398e-05, 0.003888762788847089, -0.00045352117740549147, -0.0004597166262101382, -0.0003702569520100951, -0.00030485395109280944, -0.00026771813281811774, -0.0002274758880957961, -0.00019417103612795472, 0.001392431790009141, -0.00017445515550207347, -0.00016637734370306134, -0.00018278624338563532, -0.0001761806634021923, -0.00016873089771252126, -0.0001604066346772015, -0.00015101510507520288, -0.00014751603885088116, -0.0001522624952485785, -0.00015815231017768383, -0.00015146304212976247, -0.00014316546730697155, -0.00013122032396495342, -0.00012091184908058494, -0.00010970875155180693, -9.84022844932042e-05, -8.715620788279921e-05, -0.003988904878497124]","[0.00010125811968464404, 3.034426981685101e-06, 0.000275060476269573, 4.145621005591238e-06, 0.0005572053487412632, 0.0002046768058789894, 1.0586870047291086e-08, 2.7318565116729587e-05, 2.284193760715425e-05, 1.6170183698704932e-06, 1.2314335435803514e-05, 1.3306910659593996e-05, 1.3094143469061237e-05, 2.2303891455521807e-05, 0.00014698058657813817, 1.0999572168657323e-06, 5.7157913033734076e-06, 8.668145312640263e-08, 2.418842450424563e-05, 1.6346124454003075e-10, 0.000267368828644976, 2.7570553356781602e-05, 1.6579449948039837e-05, 0.00016648984455969185, 6.845421921752859e-06, 0.00014550222840625793, 6.803788710385561e-05, 4.819679816137068e-05, 4.119193181395531e-05, 4.464087339783873e-07, 1.2967306872724293e-07, 3.2775003546703374e-06, 4.6244826990005095e-06, 5.245308329904219e-06, 4.821168204216519e-06, 0.00013157537614461035, 2.284224592585815e-06, 0.00016919057816267014, 5.8440269640414044e-05, 2.892530346798594e-06, 6.722956982230244e-07, 1.630918518458202e-06, 1.3141745114353398e-07, 5.09780477386812e-07, 1.8411768110127014e-08, 7.952652225640122e-08, 2.2902643337374684e-08, 1.1945148514769244e-07, 6.091693762755312e-07, 4.412070211401442e-07, 2.741850266829715e-07, 1.777327724994393e-07, 1.1538716648828995e-07, 6.126035145825881e-08, 1.4172434021020308e-05, 3.842615114990622e-07, 0.009764161892235279, 0.00026568977045826614, 0.0002567378105595708, 0.00016443889762740582, 0.00011214656115043908, 8.92960888450034e-05, 6.710646994179115e-05, 5.119830530020408e-05, 0.002772512612864375, 0.00010402467887615785, 9.182125359075144e-05, 0.00010978889622492716, 0.00010400279279565439, 9.990922990255058e-05, 9.579282050253823e-05, 9.112235420616344e-05, 9.434804087504745e-05, 0.00011022525723092258, 0.0001317323331022635, 0.00013515290629584342, 0.0001363599149044603, 0.00013056646275799721, 0.000127507490105927, 0.00012182703358121216, 0.00011477051884867251, 0.00010652839409885928, 0.2666378617286682]",83
112,0.2185763781890273,"[0.0006595904706045985, 0.00032619835110381246, -0.0003184721281286329, 0.0003217332123313099, -0.0002758963091764599, 2.0814562958548777e-05, 4.435035225469619e-05, -3.498767682685866e-06, 6.171828863443807e-05, 8.297265594592318e-05, 0.02848132885992527, 0.00010753769311122596, 9.323070844402537e-05, 7.786106289131567e-05, 7.264416490215808e-05, 6.33727468084544e-05, 5.9420810430310667e-05, 4.5211767428554595e-05, 3.779049075092189e-05, 3.148758696625009e-05, 2.612247953948099e-05, 2.1969513909425586e-05, 2.3048060029395856e-05, 1.959675682883244e-05, 1.595611138327513e-05, 0.00018023792654275894]","[9.658411727286875e-05, 1.3039740224485286e-05, 9.989319551095832e-06, 1.1859687219839543e-05, 1.216645887325285e-05, 1.1324846838078884e-07, 8.726642022338638e-07, 9.141903234421989e-09, 4.719723619928118e-06, 1.3997560927236918e-05, 4.850515688303858e-05, 5.865713319508359e-05, 6.635736644966528e-05, 6.842635048087686e-05, 8.6522864876315e-05, 9.419005800737068e-05, 0.000117661984404549, 9.577006858307868e-05, 9.310825407737866e-05, 8.914239151636139e-05, 8.394813630729914e-05, 8.074759534792975e-05, 0.00012015683023491874, 0.00011683908087434247, 0.0001037191177601926, 0.01765107549726963]",26
113,0.16566768195480108,"[0.0013782812748104334, 0.0010508123086765409, 0.0015598919708281755, 0.0022543177474290133, 0.000652640126645565, 0.00019984084065072238, 0.0002203154581366107, 3.2967334846034646e-05, 0.0001232489012181759, 0.00018210813868790865, 7.476229802705348e-05, 7.652019121451303e-05, 6.721198587911204e-05, 4.147351864958182e-05, 2.100992605846841e-05, 2.970155946968589e-06, -4.4373741729941685e-06, -8.970936505647842e-06, -4.370568603917491e-06, 4.944590727973264e-06, -0.0009672901942394674]","[0.011348521336913109, 0.001631657825782895, 0.0013300679856911302, 0.0016127239214256406, 0.00012145397340646014, 1.4225101949705277e-05, 2.3538837922387756e-05, 7.667922545806505e-07, 1.651192724239081e-05, 6.016100451233797e-05, 1.6840396710904315e-05, 2.877554106817115e-05, 3.5606761230155826e-05, 2.1502071831491776e-05, 8.611381417722441e-06, 2.634619136188121e-07, 8.839829206408467e-07, 5.349500042939326e-06, 1.8639735799297341e-06, 3.4536997191025876e-06, 0.18922805786132812]",21
114,0.6409173738211393,"[0.0001731660304358229, -0.00058947061188519, -0.0020432088058441877, -0.0017499327659606934, -0.0011415951885282993, -0.0006357320817187428, -0.0019049886614084244, 0.00046567709068767726, -0.001118493964895606, -0.0010793192777782679, -0.0010050816927105188, -0.00013778261200059205, -0.00043592770816758275, -0.0003649847931228578, -0.0625467300415039, -0.00046574458247050643, -0.00012353270722087473, -0.000212760511203669, -0.00042025360744446516, 0.00011283481580903754, 0.0003091322141699493, -0.0047715106047689915, 0.0007361172465607524, 0.0009588902466930449, 0.0007697615656070411, 0.0005707002710551023, 0.0005260457983240485, 0.00047801726032048464, 0.0004782965697813779, 0.0003908806247636676, 0.00035906158154830337, 0.00037101245834492147, 0.00037748197792097926, 0.0003500110760796815, 0.0003505205677356571, 0.0002959137491416186, 0.00034536668681539595, 0.00038476914050988853, 0.00038167304592207074, 0.0004593720077537, 0.0004989868029952049, 0.0004958009230904281, 0.00049060327000916, 0.0004837527812924236, 0.0004751274245791137, 0.000391627021599561, 0.00030600401805713773, 0.0002619254810269922, 0.0001137727449531667, 9.968781523639336e-05, 9.333688649348915e-05, 0.00010061791545012966, 0.00010757347627077252, 0.00011109775368822739, 0.0001268107007490471, 0.00014987440954428166, 0.00015079572040122002, 0.0001787233486538753, 0.00020718593441415578, 0.00021587744413409382, 0.0001812440896173939, 0.00017462328833062202, 0.00016748602502048016, 0.00014940353867132217, 0.00011507263116072863, 4.3336916860425845e-05, 4.231062121107243e-05, 3.624412420322187e-05, 4.303923560655676e-05, 3.376110180397518e-05, 3.3912267099367455e-05, 3.5484736145008355e-05, 8.967224857769907e-05, 9.408810728928074e-05, 8.380292274523526e-05, 0.003905090969055891]","[2.35265488299774e-05, 0.00011432333121774718, 0.0007240570266731083, 0.0003585329104680568, 0.00012066142517141998, 3.386414755368605e-05, 0.0004180932592134923, 6.201320502441376e-05, 0.00020641238370444626, 0.00013311785005498677, 9.295072959503159e-05, 1.6590507811997668e-06, 1.7181859220727347e-05, 1.3397842849371955e-05, 0.0006298731314018369, 2.270895492983982e-05, 1.6934199038587394e-06, 5.450506705528824e-06, 2.4353785192943178e-05, 2.008939191000536e-06, 1.7472744730184786e-05, 0.0048005771823227406, 9.722197864903137e-05, 0.00017117765673901886, 0.00011996123066637665, 7.264537998707965e-05, 6.772310007363558e-05, 6.126844527898356e-05, 6.713210314046592e-05, 4.909224298899062e-05, 4.5576616685139015e-05, 5.324982339516282e-05, 5.99902996327728e-05, 5.585830513155088e-05, 6.039238360244781e-05, 4.622940832632594e-05, 6.733517511747777e-05, 8.926285954657942e-05, 9.377516835229471e-05, 0.00014459916565101594, 0.00018154432473238558, 0.00019091888680122793, 0.00019939579942729324, 0.0002065481385216117, 0.00021231002756394446, 0.00015392414934467524, 0.00010054772428702563, 7.882245699875057e-05, 1.5948369764373638e-05, 1.3147579920769203e-05, 1.2405174857121892e-05, 1.5629349945811555e-05, 1.937534580065403e-05, 2.243822382297367e-05, 3.17924605042208e-05, 4.838443055632524e-05, 5.3396935982163996e-05, 8.182774763554335e-05, 0.0001200950937345624, 0.0001425152731826529, 0.00010971521260216832, 0.00011230378731852397, 0.00011564059241209179, 0.00010455545998411253, 7.080593059072271e-05, 1.1505536349432077e-05, 1.2621924724953715e-05, 1.0710255082813092e-05, 1.7531367120682262e-05, 1.2582568160723895e-05, 1.4978364561102353e-05, 1.9518860426614992e-05, 0.00014935086073819548, 0.00019905422232113779, 0.0001950498262885958, 0.5280393362045288]",76
