Episode,Reward
0,0.09194132965058088
1,0.16028129309415817
2,0.06963842269033194
3,0.12242765352129936
4,0.04046544246375561
5,0.022069744765758514
6,0.10177287459373474
7,0.1607717964798212
8,0.15928480494767427
9,0.031197356060147285
10,0.060820797458291054
11,0.040631137788295746
12,0.09251405112445354
13,0.10213145799934864
14,0.09298764355480671
15,0.0821290398016572
16,0.07308076228946447
17,0.0038287006318569183
18,-0.021785195916891098
19,0.14152357634156942
