Episode,Reward,Actor_Loss,Critic_Loss,Duration
359,0.20641337428241968,"[8.967498965617438e-10, 9.004531564826834e-10, 9.0173701838836e-10, 9.007826706763922e-10, 8.977397714104995e-10, 8.927322214802302e-10, 8.858634936714793e-10, 8.772148563096493e-10, 8.668533668654277e-10, 8.548265428842683e-10, 8.411707996813789e-10, 8.259078976280421e-10, 8.090471625976647e-10, 7.905872623226173e-10, 7.705139859481847e-10, 7.48805573103084e-10, 7.254269407397373e-10, 7.003350122047891e-10, 6.734755531034864e-10, 6.447847256119132e-10, 6.141905317669227e-10, 5.816103709754827e-10, 5.469545372172036e-10, 5.101191136169803e-10, -1.24385035604746e-08]","[5.658774171024561e-05, 5.705608054995537e-05, 5.721889829146676e-05, 5.709784818463959e-05, 5.6712739024078473e-05, 5.608182254945859e-05, 5.5222149967448786e-05, 5.414914994616993e-05, 5.287750536808744e-05, 5.142042937222868e-05, 4.979068035027012e-05, 4.8000187234720215e-05, 4.606036236509681e-05, 4.39824398199562e-05, 4.177733353571966e-05, 3.94564303860534e-05, 3.703113543451764e-05, 3.4513686841819435e-05, 3.191709765815176e-05, 2.9255614208523184e-05, 2.654519812494982e-05, 2.3803673684597015e-05, 2.1051457224530168e-05, 1.8311457097297534e-05, 0.010887193493545055]",25
360,0.1476634694263339,"[1.3944580212754687e-10, -1.197415638864996e-10, 6.776738614711064e-10, 2.2810556221664058e-10, 5.14218945202316e-10, 8.171384680011329e-10, 7.361401488381603e-10, 7.326051987277538e-10, 7.261330425833989e-10, 7.16755654828205e-10, 7.044801408895296e-10, 6.892940107583456e-10, 6.711680655691055e-10, 6.500551763544138e-10, 6.258940588033113e-10, 5.986109941069628e-10, 5.681189407802378e-10, 5.343175346617102e-10, -1.2029278906311447e-08]","[1.3683292081623222e-06, 1.1210553196860928e-07, 3.5807462950288027e-07, 3.6614360396924894e-06, 1.8606979210744612e-05, 4.6986271627247334e-05, 3.813297371380031e-05, 3.776762241614051e-05, 3.710325836436823e-05, 3.61511338269338e-05, 3.492345422273502e-05, 3.34340293193236e-05, 3.1698760722065344e-05, 2.9735836506006308e-05, 2.756648427748587e-05, 2.5215587811544538e-05, 2.271215089422185e-05, 2.008993578783702e-05, 0.010182604193687439]",19
361,0.08531903196126223,"[1.8383237154750987e-09, 1.3253435016125081e-09, 6.679262143372e-10, 6.646026506906821e-10, 6.557341891699764e-10, 6.416530085040506e-10, 6.224878945637613e-10, 5.982379591706888e-10, 5.687797455244947e-10, 5.338876563065753e-10, 4.93264151746331e-10, 4.465939285047682e-10, -1.4004651660570744e-08]","[1.4862901480228174e-05, 3.0901293939678e-05, 3.139327964163385e-05, 3.108163582510315e-05, 3.0257662729127333e-05, 2.897211379604414e-05, 2.726726233959198e-05, 2.5184170226566494e-05, 2.2765016183257103e-05, 2.0057623260072432e-05, 1.7121381461038254e-05, 1.4034771083970554e-05, 0.013801436871290207]",13
362,0.12817933037877083,"[-6.12649542208743e-10, 1.1656543785765194e-10, 2.672777832390949e-10, 5.31969190920023e-10, 6.965593102314926e-10, 8.693633590795002e-10, 8.827184538873212e-10, 8.556179098562211e-10, 8.511188420712301e-10, 8.416197738725373e-10, 8.274142482278535e-10, 8.087012171031915e-10, 7.856023609420504e-10, 7.581842931259075e-10, 7.264652213123668e-10, 6.848739908527079e-10, -8.751698921116713e-09]","[6.603040219488321e-06, 4.2494897911637963e-07, 5.026960025134031e-06, 1.9913732103304937e-05, 3.414254751987755e-05, 5.318416515365243e-05, 5.483073982759379e-05, 5.151567893335596e-05, 5.097533721709624e-05, 4.984384577255696e-05, 4.8175439587794244e-05, 4.602098124451004e-05, 4.34295398008544e-05, 4.0450999222230166e-05, 3.7137215258553624e-05, 3.300662137917243e-05, 0.005389698315411806]",17
363,0.4060045378282666,"[5.257705937289359e-10, 7.839192628367186e-10, 7.450370320682964e-10, 6.398406804386525e-10, 6.402487984225047e-10, 6.409446862143398e-10, 6.406560282279372e-10, 6.482042125277587e-10, 6.450973644156477e-10, 6.482539505192619e-10, 6.676602049004998e-10, 7.112662681052484e-10, 7.092376685946533e-10, 7.056361051027693e-10, 7.014070435573672e-10, 6.96590840565392e-10, 6.912244665535638e-10, 6.853433931475195e-10, 6.789795947703681e-10, 6.721632694883795e-10, 6.649232831001939e-10, 6.572840605123531e-10, 6.492718029882383e-10, 6.409069386315025e-10, 6.322107837242186e-10, 6.232019900132002e-10, 6.138974328884217e-10, 6.043113232045982e-10, 5.944569836380253e-10, 5.843468486865788e-10, 5.739906883128754e-10, 5.633947197658529e-10, 5.525669366512886e-10, 5.753620357928924e-10, 6.195782220608237e-10, 6.043699429802984e-10, 5.88759319075649e-10, 5.618714937760672e-10, 4.708003431552754e-10, 3.6907016331966247e-10, 3.2705307906333303e-10, 3.18274323563017e-10, 3.0953997698368596e-10, 3.0082783486484743e-10, 2.857252490162665e-10, -1.2789868053530995e-09, -3.4884588551165052e-09, -3.2731883869985268e-09, -3.455781882877318e-09, -4.3123979942549795e-09, 1.4673264558950905e-07]","[1.945235999301076e-05, 4.3243649997748435e-05, 3.906028359779157e-05, 2.880868487409316e-05, 2.8845446649938822e-05, 2.8908185413456522e-05, 2.8882152037112974e-05, 2.9566739613073878e-05, 2.92839904432185e-05, 2.957127617264632e-05, 3.136827945127152e-05, 3.55995143763721e-05, 3.5396737075643614e-05, 3.503815605654381e-05, 3.461942833382636e-05, 3.414563980186358e-05, 3.362156712682918e-05, 3.305188147351146e-05, 3.2440919312648475e-05, 3.179283521603793e-05, 3.111163459834643e-05, 3.0400864488910884e-05, 2.9664211979252286e-05, 2.8904780265293084e-05, 2.8125712560722604e-05, 2.7329859221936204e-05, 2.6519868697505444e-05, 2.5698109311633743e-05, 2.48668384301709e-05, 2.4028193365666084e-05, 2.318405495316256e-05, 2.2335992980515584e-05, 2.148569910787046e-05, 2.3294967832043767e-05, 2.7012949431082234e-05, 2.5703095161588863e-05, 2.4392444174736738e-05, 2.2215377612155862e-05, 1.5597437595715746e-05, 9.585120096744504e-06, 7.526901299570454e-06, 7.128250217647292e-06, 6.742379810020793e-06, 6.368186404870357e-06, 5.744826921727508e-06, 0.00011510968033690006, 0.000856341328471899, 0.0007539137732237577, 0.0008403734536841512, 0.001308631501160562, 1.5150717496871948]",51
364,0.7282828083261847,"[5.605720887480459e-10, 2.3514881708486257e-10, -1.6454395138087996e-11, -4.992273955339854e-11, -1.261284549025632e-10, -2.0592419436304965e-10, -2.7390714696373664e-10, -3.3644023678114365e-10, -3.9165298781895785e-10, -4.402363473765547e-10, -4.853398238857665e-10, -5.332126407076032e-10, -5.721255136315051e-10, -6.020464682343629e-10, -6.230998494949347e-10, -6.356018489306337e-10, -6.410517117139136e-10, -6.551417741640364e-10, -6.666383556286348e-10, -6.758114623472977e-10, -6.829026788501835e-10, -6.896350712715105e-10, -6.939906982417199e-10, -6.937952989893859e-10, -6.945733432850432e-10, -6.941896502077327e-10, -6.927721174498913e-10, -6.904486427039558e-10, -6.873258073802901e-10, -6.835066401755796e-10, -6.790764062181154e-10, -6.741168179225099e-10, -6.686989295623391e-10, -6.628973481248579e-10, -6.567653643152482e-10, -6.503598215523709e-10, -6.437304578277292e-10, -6.369163529917898e-10, -6.299601396086985e-10, -6.229080029562795e-10, -6.157848120302845e-10, -6.086260939675014e-10, -6.01456717763682e-10, -5.943086578419354e-10, -5.872032304843344e-10, -5.801653046866306e-10, -5.732233021582545e-10, -5.663878810402423e-10, -5.596874630420245e-10, -5.531398117319952e-10, -5.467662433922271e-10, -5.405880743047931e-10, -5.34623068038087e-10, -5.288925408741818e-10, -5.234178090951502e-10, -5.182201889830651e-10, -5.13324549533678e-10, -5.087522070290618e-10, -5.105001421590316e-10, -5.117329338055754e-10, -5.072955944207536e-10, -5.037570915966683e-10, -5.006413617003602e-10, -4.980052481506902e-10, -4.958700672297311e-10, -4.942820042153073e-10, -4.932801389578856e-10, -4.929035513079327e-10, -4.932090846843096e-10, -4.942429243648405e-10, -4.960548083410288e-10, -4.987086854590927e-10, -5.022613991378932e-10, -5.067697927962911e-10, -5.170051609049153e-10, -5.835723571046003e-10, -5.899494781580472e-10, -5.967635829939866e-10, -6.042686906404526e-10, -3.2446870079638757e-08]","[2.2112744773039594e-05, 3.8910366129130125e-06, 1.905213053987609e-08, 1.753785596747548e-07, 1.119453031606099e-06, 2.983969807246467e-06, 5.27942256667302e-06, 7.965179975144565e-06, 1.0794004083436448e-05, 1.3638024938700255e-05, 1.6575688277953304e-05, 2.0006935301353224e-05, 2.3033628167468123e-05, 2.5505847588647157e-05, 2.732090069912374e-05, 2.8428243240341544e-05, 2.8917840609210543e-05, 3.0203016649466008e-05, 3.127233503619209e-05, 3.213888703612611e-05, 3.281688623246737e-05, 3.346712401253171e-05, 3.38912068400532e-05, 3.3872125641210005e-05, 3.394813757040538e-05, 3.3910640922840685e-05, 3.3772292226785794e-05, 3.354613363626413e-05, 3.324337012600154e-05, 3.287495928816497e-05, 3.2450174330733716e-05, 3.1977910111891106e-05, 3.146595918224193e-05, 3.092233600909822e-05, 3.0352901376318187e-05, 2.9763714337605052e-05, 2.916002085839864e-05, 2.85459518636344e-05, 2.7925814720219932e-05, 2.730408050410915e-05, 2.6683184842113405e-05, 2.6066387363243848e-05, 2.5455901777604595e-05, 2.4854431103449315e-05, 2.4263676095870323e-05, 2.3685535779804923e-05, 2.3122105631045997e-05, 2.2573953174287453e-05, 2.2043008357286453e-05, 2.153027344320435e-05, 2.1036965335952118e-05, 2.0564239093801007e-05, 2.0112918718950823e-05, 1.9684055587276816e-05, 1.9278653780929744e-05, 1.889767372631468e-05, 1.8542306861490943e-05, 1.821345358621329e-05, 1.8338821973884478e-05, 1.8427501345286146e-05, 1.8109309166902676e-05, 1.7857557395473123e-05, 1.7637343262322247e-05, 1.745209374348633e-05, 1.7302763808402233e-05, 1.719211468298454e-05, 1.7122491044574417e-05, 1.7096357623813674e-05, 1.7117559764301404e-05, 1.718939711281564e-05, 1.731565862428397e-05, 1.7501432012068108e-05, 1.7751674022292718e-05, 1.8071788872475736e-05, 1.880916352092754e-05, 2.3964543288457207e-05, 2.4491160729667172e-05, 2.506018972781021e-05, 2.5694484065752476e-05, 0.07408415526151657]",80
365,0.2679990781471133,"[-6.078107461782167e-10, -3.061551290262088e-10, -2.013216537921636e-10, -2.8610183666621936e-10, -2.607443427837808e-10, -2.2854254599913304e-10, -1.8690829439726997e-10, -1.5975488987240993e-10, -1.1521274212444865e-10, -7.008971875110959e-11, 1.0071944363601593e-12, 9.400659417568846e-11, 1.6070701713832847e-10, 4.05187038435284e-12, -1.2142110927815253e-10, -9.724666905075452e-11, 3.390727976171348e-10, 5.170282535438275e-10, 3.8379971423196935e-10, 1.326263682210893e-10, -1.5340619052839344e-10, -5.036398520452678e-10, -4.11212452977594e-10, -1.5914027040597745e-10, 7.414514141546036e-11, 2.1680082729069738e-10, 2.7100280353131723e-10, 2.2989435355391663e-10, -4.2366114089142926e-11, -2.89233553774082e-10, -1.857849873942996e-08]","[2.5996594558819197e-05, 6.595728791580768e-06, 2.8520730666059535e-06, 5.759980467701098e-06, 4.784201792062959e-06, 3.675477955766837e-06, 2.4583109734521713e-06, 1.7959243905352196e-06, 9.340727729068021e-07, 3.456912338606344e-07, 7.138489799274339e-11, 6.218652970346739e-07, 1.817395286707324e-06, 1.1552894196853458e-09, 1.0374521934863878e-06, 6.654710205111769e-07, 8.090318260656204e-06, 1.8810842448147014e-05, 1.0365469279349782e-05, 1.2377686289255507e-06, 1.656019662732433e-06, 1.784924643288832e-05, 1.189904742204817e-05, 1.7821321307565086e-06, 3.868522355787718e-07, 3.3075129977078177e-06, 5.168056759430328e-06, 3.719086635101121e-06, 1.2630397350221756e-07, 5.886769940843806e-06, 0.024288514629006386]",31
366,0.13702209200710058,"[-8.968487286153959e-09, -5.302106753646285e-09, -1.8212288344088279e-09, -2.753889782880492e-09, -2.542927868276479e-09, -2.220822858944871e-09, -1.7431320831207131e-09, -1.3005491128481594e-09, -2.317222247416595e-10, 1.4975116702231617e-09, 3.2723623810682057e-09, 4.255384045137589e-09, 4.309328449636496e-09, 4.029616196277175e-09, 3.0479800905425236e-09, 1.8413965907626562e-09, 5.476508690982484e-10, -1.0215887868980644e-07]","[2.5155612092930824e-05, 0.00012363929999992251, 0.00023340423649642617, 0.0005336700705811381, 0.0004550381563603878, 0.0003470623923931271, 0.0002138160343747586, 0.00011902364349225536, 3.7784620872116648e-06, 0.00015780476678628474, 0.0007535333279520273, 0.001274257549084723, 0.0013067692052572966, 0.0011426338460296392, 0.0006537382723763585, 0.00023860215151216835, 2.1105093765072525e-05, 0.7343987226486206]",18
367,0.7471434976905584,"[1.191424847668543e-09, 3.605600817913057e-10, 4.26732482683434e-10, 4.700530520374002e-10, 4.963847666239474e-10, 5.282486115198992e-10, 8.801818163206576e-10, 8.194273037887001e-10, 6.881713532358447e-10, 4.822613974830858e-10, 1.300422131089718e-10, -1.8611515106847776e-10, -4.523217911334143e-10, -5.677281422755698e-10, -5.025420635185185e-10, -2.842002466696414e-10, -5.6690048488849953e-11, 1.6414959669308615e-10, 3.385607627581777e-10, 4.966552169527461e-10, 6.592149603967812e-10, 6.011263153915536e-10, 4.6014442256492316e-10, 2.539142507362868e-10, 1.3413494273639692e-11, -2.1334714550569345e-10, -3.6611608189573985e-10, -4.013225862742331e-10, -3.1886895901500623e-10, -1.583848746600225e-10, 2.5233818506942285e-11, 1.8769610865554398e-10, 2.9970229076248245e-10, 3.4939301452041605e-10, 3.3669114718470894e-10, 2.6952864939921994e-10, 1.6251118506449558e-10, 3.673950380034263e-11, -8.142776036779154e-11, -1.6534153213232372e-10, -1.963665063886566e-10, -1.7107294747464863e-10, -1.0184787735401102e-10, -1.0691004505292145e-11, 7.901391346765152e-11, 1.4861180341885216e-10, 1.8675841428894557e-10, 1.896159063097258e-10, 1.5987568213748915e-10, 1.0568702857316481e-10, 3.940226270260361e-11, -2.4344085775007684e-11, -7.147971797794028e-11, -9.21787229879456e-11, -8.36166760831425e-11, -5.0571997978199335e-11, -3.41060556532935e-12, 1.1290259005480863e-10, 3.2861538490358555e-10, 2.7455551721011773e-10, 1.762234975999366e-11, -1.7547566177888996e-10, -2.119806830069848e-10, -6.0316205155452884e-12, 9.361401931418101e-11, 8.605739038047844e-11, 5.3834277313757894e-11, 9.467982821365073e-12, -3.105960280636033e-11, -5.3631772634066266e-11, -5.1493038999428364e-11, -3.503864212661689e-11, -1.7363889839860924e-11, 8.460255829234598e-10, 3.3178157998747793e-09, 3.9318953648503907e-10, -1.4201619047415903e-10, -5.678587045032657e-10, -9.156196911774828e-10, -8.577957233413258e-10, -2.2705111124565747e-09, -1.7308041666552754e-09, -2.396006237859183e-08]","[9.988793317461386e-05, 9.148185199592263e-06, 1.2814188266929705e-05, 1.55479610839393e-05, 1.733870158204809e-05, 1.963615432032384e-05, 5.451606193673797e-05, 4.7249861381715164e-05, 3.332521009724587e-05, 1.6366080672014505e-05, 1.1900040135515155e-06, 2.4374915028602118e-06, 1.4397090126294643e-05, 2.268091520818416e-05, 1.7771519196685404e-05, 5.683667041012086e-06, 2.2614831607370434e-07, 1.8960918168886565e-06, 8.06590287538711e-06, 1.735760088195093e-05, 3.057974390685558e-05, 2.542794209148269e-05, 1.4899374036758672e-05, 4.536844244285021e-06, 1.2660869685987564e-08, 3.2029736303229583e-06, 9.43229315453209e-06, 1.1333573638694361e-05, 7.1549106905877125e-06, 1.7652537280810066e-06, 4.480697413100643e-08, 2.479078148098779e-06, 6.3206225604517385e-06, 8.590295692556538e-06, 7.977065251907334e-06, 5.111985046823975e-06, 1.8584300960355904e-06, 9.498308628508312e-08, 4.665784842927678e-07, 1.923727950270404e-06, 2.7134042284160387e-06, 2.0594079614966176e-06, 7.299340722966008e-07, 8.042976062938578e-09, 4.3932595872320235e-07, 1.5541263564955443e-06, 2.4543699055357138e-06, 2.5300505512859672e-06, 1.7986412785830908e-06, 7.860009532123513e-07, 1.092501520361111e-07, 4.170293621541532e-08, 3.5953848964709323e-07, 5.979172215120343e-07, 4.920004812447587e-07, 1.7996991630297998e-07, 8.185452315956354e-10, 8.969897749011579e-07, 7.598983756906819e-06, 5.3044464038976e-06, 2.1852812892575457e-08, 2.1667731289198855e-06, 3.1620756999473087e-06, 2.5600455089147545e-09, 6.166822572595265e-07, 5.211419988881971e-07, 2.039376738594001e-07, 6.308042976854722e-09, 6.788463480233986e-08, 2.024062837335805e-07, 1.8658499811863294e-07, 8.639214144068319e-08, 2.1216500556420215e-08, 5.0367067160550505e-05, 0.0007746120099909604, 1.0878864486585371e-05, 1.4192386288414127e-06, 2.2691347112413496e-05, 5.899428651900962e-05, 5.1778257329715416e-05, 0.0003627663245424628, 0.00021080240549053997, 0.04039759933948517]",83
368,0.3549299743026495,"[2.5046082985369367e-09, 5.786464196688712e-09, 2.519632724684584e-09, 2.739572346754926e-09, 2.894739115077982e-09, 2.796148645956009e-09, 2.378353736176564e-09, 1.883784017664425e-09, -7.612222657771284e-11, -4.4277298494321826e-10, -6.045031697432535e-10, -8.002133400353273e-10, 1.9395776651442986e-10, 1.0583499632232929e-09, 8.137491791515572e-10, -1.1522517662232445e-10, -9.051924765302033e-10, -7.624444409159992e-10, 8.391164429966125e-10, 7.498331955346771e-10, 2.808136223553248e-10, -2.856026803943479e-10, -6.531380436491929e-10, -6.208190073131448e-10, -2.841105406492517e-10, 1.5820590670845291e-10, 4.787371055137157e-10, 5.31332366993098e-10, 3.253895208832347e-10, -1.3230307474576541e-11, -3.142517635001951e-10, -4.459899671793721e-10, -7.690631464996045e-10, -8.827109043707537e-10, -2.2210014383183818e-10, 4.428946653867172e-10, 9.221691188443515e-10, 9.57928958378318e-10, 7.309070015892871e-10, 8.683017860278142e-09]","[0.00011035686475224793, 0.0002617964055389166, 0.00044673934462480247, 0.0005281353951431811, 0.0005896557122468948, 0.0005501741543412209, 0.0003980454057455063, 0.00024971342645585537, 4.0775819343252806e-07, 1.3795642189506907e-05, 2.5714429284562357e-05, 4.506000550463796e-05, 2.6472444005776197e-06, 7.882033969508484e-05, 4.65973062091507e-05, 9.342744533569203e-07, 5.765826426795684e-05, 4.0906852518673986e-05, 4.954777250532061e-05, 3.956480213673785e-05, 5.549017259909306e-06, 5.739899279433303e-06, 3.0018549296073616e-05, 2.7121252060169354e-05, 5.680079539160943e-06, 1.7612666169952718e-06, 1.612775304238312e-05, 1.9866083675879054e-05, 7.450524662999669e-06, 1.2317414643803204e-08, 6.94920572641422e-06, 1.3996836059959605e-05, 4.1620154661359265e-05, 5.482980122906156e-05, 3.4711817988863913e-06, 1.380322555633029e-05, 5.9841277106897905e-05, 6.457230483647436e-05, 3.759273386094719e-05, 0.005305436439812183]",40
369,0.31403255462646484,"[7.460753126409259e-10, 3.8952668868219575e-10, 2.9814376661940756e-11, -4.330723002432535e-10, -1.2241977431770579e-09, -1.5671306474729363e-09, -1.4855674468350344e-09, -1.7003858321373855e-09, -1.8081751651521927e-09, -1.7959573828107978e-09, -1.5326799829296078e-09, -1.184787490338124e-09, -1.2778721414363758e-09, -1.0297257491131973e-09, -7.739499041647946e-10, -1.7104790916988577e-09, -1.8766386222779374e-09, -1.3061703940664415e-09, -6.29523155826206e-10, 1.3455548897312042e-09, 1.739234756215069e-09, 1.838852847768635e-09, 1.844498109804249e-09, 1.2940813975959031e-09, 3.9311759403304336e-10, -1.0934756433655934e-09, -2.4838053835907203e-09, -2.0727031202483204e-09, -2.5701656358734226e-09, -3.841855278352568e-09, -2.3758135458962215e-09, 9.542590329036926e-11, 1.9864219158449714e-09, 3.5795726383014426e-09, 4.028578803882965e-09, 2.8501863091889845e-09, 1.3267112963788463e-09, -1.7425351439559478e-10, -1.514870229257781e-09, -1.8504417553799613e-08]","[3.9169226511148736e-05, 1.0677119462343398e-05, 6.2550554957852e-08, 1.3197768566897139e-05, 0.00010545881377765909, 0.00017281844338867813, 0.00015529748634435236, 0.0002034579374594614, 0.0002300703781656921, 0.0002269717224407941, 0.0001653037325013429, 9.87780949799344e-05, 0.0001149091258412227, 7.461443601641804e-05, 4.21507575083524e-05, 0.00020588051120284945, 0.00024782263790257275, 0.00012005476310150698, 2.7887086616829038e-05, 0.00012740385136567056, 0.0002128610067302361, 0.00023794338630978018, 0.00023940661048982292, 0.000117842762847431, 1.0874884537770413e-05, 8.413911564275622e-05, 0.0004341250460129231, 0.0003023109748028219, 0.00046483834739774466, 0.0010386320063844323, 0.0003971956030000001, 6.407848331946298e-07, 0.00027766599669121206, 0.0009016584372147918, 0.0011420455994084477, 0.0005716446903534234, 0.00012386043090373278, 2.13669636650593e-06, 0.00016148437862284482, 0.0240952018648386]",40
370,0.07563554402440786,"[4.785413398877836e-09, 6.753581693885735e-09, 5.5508668772574765e-09, 2.7180944162097376e-09, 2.5218140908833675e-09, 2.1530006666381496e-09, 1.4328327413437592e-09, 4.1383391158333893e-10, 2.6842530975734746e-10, 2.2084470363559205e-10, 1.6858515972106858e-10, -2.206674132310127e-08]","[0.0016114567406475544, 0.0032095785718411207, 0.0005420524976216257, 0.0005198868457227945, 0.000447513215476647, 0.00032618804834783077, 0.00014446765999309719, 1.2051243174937554e-05, 5.070217866887106e-06, 3.4320505619689357e-06, 1.9999465621367563e-06, 0.0342654250562191]",12
371,0.14406059961766005,"[-1.0509771941613621e-09, 8.78046613195238e-09, 8.709288401576032e-09, 2.917933894508451e-09, 4.985203916341163e-10, -5.093424015889525e-10, -1.2616837574697115e-09, -6.701462162972405e-10, 1.4902890033141603e-09, 1.4908423384696334e-09, 2.573229851421388e-09, 2.1143764517006503e-09, 1.3941555687679852e-09, 9.63154889177531e-10, 9.590572780382445e-10, 9.517958643456836e-10, 9.409539813987067e-10, 9.262085542971477e-10, -6.606102886941301e-10]","[7.772599201416597e-05, 0.0006027986528351903, 0.002372261369600892, 0.0005991430953145027, 1.748821887304075e-05, 1.8255737813888118e-05, 0.00011201617598999292, 3.1602314265910536e-05, 0.00015628621622454375, 0.00015640229685232043, 0.0004659474070649594, 0.00031458958983421326, 0.0001367735821986571, 6.527877121698111e-05, 6.472451059380546e-05, 6.374811346177012e-05, 6.230407598195598e-05, 6.03666776441969e-05, 3.0709332349943e-05]",19
372,0.2771308524534106,"[2.749215521902215e-09, 2.271241639206778e-09, 1.627765922052049e-09, 2.846316793370107e-10, -1.7877746505412517e-10, -7.603607327100192e-11, -6.983303518781625e-11, -5.003953501558911e-11, -1.7363889839860924e-11, 3.8807183161404524e-11, 1.7344260749840856e-10, 5.214358389515894e-10, 8.788761940436984e-10, 8.187212019450385e-10, 7.150077196982352e-10, 5.546195169792156e-10, 3.269473858313887e-10, 3.345235546903247e-11, -2.914753161054051e-10, -5.547207693190614e-10, -6.565770704902718e-10, -5.900702704231264e-10, -4.118874685765661e-10, -1.8960125136580075e-10, 2.23217035133505e-11, 1.914451097650982e-10, 3.0587446464558354e-10, 3.664624714794229e-10, 3.790674996118071e-10, 3.5035446765974143e-10, 2.865565840171058e-10, -2.404485854867744e-08]","[0.000531859986949712, 0.0003629998245742172, 0.0001864505175035447, 5.7009360716619994e-06, 2.249081717309309e-06, 4.0683573843125487e-07, 3.4316386177124514e-07, 1.7620011760755006e-07, 2.1216500556420215e-08, 1.0597513266930036e-07, 2.1168559669604292e-06, 1.9132929082843475e-05, 5.435444836621173e-05, 4.7168465243885294e-05, 3.5975026548840106e-05, 2.1645619199262e-05, 7.522036867158022e-06, 7.87468366070243e-08, 5.97837697569048e-06, 2.1653522708220407e-05, 3.0335499104694463e-05, 2.4501190637238324e-05, 1.1938144780287985e-05, 2.529659468564205e-06, 3.506180945578308e-08, 2.5791002826736076e-06, 6.583641152246855e-06, 9.450149264011998e-06, 1.0111434676218778e-05, 8.637637620267924e-06, 5.77830542169977e-06, 0.0406840443611145]",32
373,0.1350824572145939,"[-8.503612924926074e-09, -3.576121176962488e-09, 5.1766597952696e-11, 1.018621409443199e-09, 8.376405125076758e-10, 1.2491058187791282e-09, 9.128825473325719e-10, 6.290470921932467e-10, 8.507191617823651e-10, 9.13901065935363e-10, 9.704282932787578e-10, 1.011712602583259e-09, 1.0275692519101653e-09, 1.0631319158349584e-09, 1.0897994728864546e-09, 1.107151814672136e-09, 1.1149482448402637e-09, 7.516673505847393e-09]","[0.0050884634256362915, 0.0008999204728752375, 1.8857275563277653e-07, 7.301385630853474e-05, 4.9373626097803935e-05, 0.0001097938948078081, 5.864209742867388e-05, 2.7844924261444248e-05, 5.0927472329931334e-05, 5.877302828594111e-05, 6.626841786783189e-05, 7.202678534667939e-05, 7.430223922710866e-05, 7.953422027640045e-05, 8.357432670891285e-05, 8.625694317743182e-05, 8.747604442760348e-05, 0.003975859843194485]",18
374,0.16365648992359638,"[3.078278965062964e-09, 3.453112906726119e-09, 1.4068120002264095e-09, -3.1349167706196113e-09, -2.5161928096650854e-09, 3.1155926727421956e-09, 2.9493159026117155e-09, 2.7903814814322914e-09, 2.6367443783925637e-09, 2.4864827974369064e-09, 2.337901205962112e-09, 2.1895085744461085e-09, 2.040055679941588e-09, 8.248867144899918e-10, 8.117578831345895e-10, 7.956256764529712e-10, 7.766961518385074e-10, 7.551227421132012e-10, 7.31014027088861e-10, 7.044335115224953e-10, -6.837692190231337e-09]","[0.0006668000714853406, 0.0008390758885070682, 0.00013926814426667988, 0.0006915629492141306, 0.00044552035978995264, 0.0006830634083598852, 0.000612099829595536, 0.0005479070823639631, 0.000489233061671257, 0.000435061490861699, 0.0003846201580017805, 0.0003373440122231841, 0.0002928624744527042, 4.788156002177857e-05, 4.636953235603869e-05, 4.4544824049808085e-05, 4.245041782269254e-05, 4.012497447547503e-05, 3.760374238481745e-05, 3.4918830351671204e-05, 0.0032900217920541763]",21
375,0.22692260425537825,"[9.153875879519546e-08, 1.718564313080151e-08, 3.830035399943199e-09, 3.393713310373414e-09, 6.407319674828216e-10, 6.282512843291954e-10, 6.308261135679061e-10, 6.32043806181315e-10, 6.318732759247325e-10, 6.30275442947692e-10, 6.272005692586902e-10, 6.225980286878041e-10, 6.164216359572094e-10, 6.086207648969832e-10, 5.991527829429799e-10, 5.879768338878932e-10, 5.750511733459973e-10, 5.603402741805041e-10, 5.438015038272681e-10, 5.25394006078983e-10, 5.050662665873062e-10, 4.827685473607346e-10, 4.5844045226672847e-10, 4.3414877248793005e-10, 4.112790663590715e-10, 3.799112691105222e-10, -1.4026364958397153e-08]","[0.016378985717892647, 0.0012989463284611702, 0.0010322509333491325, 0.0008104570442810655, 2.8889000532217324e-05, 2.7774514819611795e-05, 2.8002645194646902e-05, 2.8110856874263845e-05, 2.809569014061708e-05, 2.795377622533124e-05, 2.7681689971359447e-05, 2.727691207837779e-05, 2.6738403903436847e-05, 2.6065930796903558e-05, 2.5261251721531153e-05, 2.432764995319303e-05, 2.326980211364571e-05, 2.209446029155515e-05, 2.0809446141356602e-05, 1.9424503989284858e-05, 1.795049502106849e-05, 1.6400521417381242e-05, 1.4789229680900462e-05, 1.3263460459711496e-05, 1.1902902770088986e-05, 1.0156499229196925e-05, 0.013844266533851624]",27
