Episode,Reward,Actor_Loss,Critic_Loss,Duration
10,0.12200573738664389,"[-1.0073082194139715e-05, 0.05352666974067688, 0.008859185501933098, 0.018281089141964912, 0.01312340423464775, -0.0012980990577489138, 0.01704997383058071, 0.3162343204021454, 0.004269599448889494, 0.001320762443356216, 0.0005398900830186903, 0.00020162660803180188, 8.796258043730631e-05, 4.100126170669682e-05, 2.1273124730214477e-05, -9.620296623324975e-05]","[4.1630920932789195e-11, 0.0007635758956894279, 0.0008288827957585454, 0.00012714194599539042, 0.0018756542121991515, 3.1736126402392983e-06, 0.003363260067999363, 0.010188344866037369, 0.010077049024403095, 0.0056272996589541435, 0.0048154122196137905, 0.0030212164856493473, 0.0022880169562995434, 0.0017640584846958518, 0.0015116919530555606, 0.08897789567708969]",16
11,0.15150386188179255,"[0.09011173248291016, -0.019086673855781555, 0.03423815220594406, 0.059124890714883804, 0.00462889252230525, 0.00429787440225482, 0.002736534457653761, 0.0009722872637212276, 0.0004803816555067897, 0.00018896188703365624, 5.479000537889078e-05, 3.008368003065698e-05, 1.839720607677009e-05, 9.731681529956404e-06, 5.651483661495149e-06, 3.720030008480535e-06, 2.14817441701598e-06, 1.2136289342379314e-06, -3.0763949325773865e-05]","[0.003579438431188464, 0.0015041094738990068, 0.0013464073417708278, 0.0006275910418480635, 3.316597712910152e-06, 0.0018002778524532914, 0.0037687362637370825, 0.0022905301302671432, 0.0024896496906876564, 0.0015792092308402061, 0.0005027574952691793, 0.0005313744186423719, 0.0006447701016440988, 0.0005419387016445398, 0.0005085462471470237, 0.0005673646228387952, 0.00045205955393612385, 0.00032010884024202824, 0.4246715009212494]",19
12,0.12940461747348309,"[-0.11797201633453369, -0.19773709774017334, 0.01154020894318819, 0.0059687611646950245, 0.07216572016477585, -0.2423558086156845, 0.003127999836578965, 0.11463729292154312, 0.0012622426729649305, 0.0009419738198630512, 0.0004723742604255676, 0.00013032287824898958, 3.8590773328905925e-05, 2.495494845788926e-05, 1.755814446369186e-05, 1.228783730766736e-05, 3.376165113877505e-05]","[0.0041846418753266335, 0.014699127525091171, 0.0012737629003822803, 0.001906568999402225, 0.03518340736627579, 0.021685058251023293, 6.50024157948792e-05, 0.0015778073575347662, 0.0003566764935385436, 0.001089859171770513, 0.0013662474229931831, 0.0004668941837735474, 0.00016592946485616267, 0.0002548041520640254, 0.0004219203256070614, 0.0006325293215923011, 0.013419009745121002]",17
13,0.22881662100553513,"[-0.02629617229104042, 0.12795493006706238, -0.0001508875284343958, 0.15823139250278473, 0.08609727025032043, 0.05831674113869667, 0.12551090121269226, 0.04634886980056763, 0.013888671062886715, 0.004551982972770929, -0.00010051816934719682, 2.6014226023107767e-05, 4.121784513699822e-05, 0.00013785039482172579, 7.672659558011219e-05, 1.4310863662103657e-05, 8.500238436681684e-06, 8.899090062186588e-06, 8.583944691054057e-06, 5.984502422506921e-06, 3.651021643236163e-06, 2.615758830870618e-06, 1.59255603193742e-06, 1.0612593541736715e-06, 1.1713782441802323e-06, 1.8443997760186903e-06, 1.0961261068587191e-05]","[0.00032944310805760324, 0.009826905094087124, 1.1370534735988258e-08, 0.004630254581570625, 0.0124488091096282, 0.0074270181357860565, 0.039226312190294266, 0.014261789619922638, 0.004613972268998623, 0.0019324427703395486, 3.669424131658161e-06, 9.057469014805974e-07, 7.922257282189094e-06, 0.00029135626391507685, 0.0002809922443702817, 2.88371247734176e-05, 2.8525892048492096e-05, 8.326443639816716e-05, 0.0001964817347470671, 0.00023098259407561272, 0.0001986902643693611, 0.00022506483946926892, 0.00017650339577812701, 0.0001585431455168873, 0.0003741281689144671, 0.0017297557787969708, 0.1101861372590065]",27
14,0.42392230965197086,"[0.4400840103626251, -0.3276461362838745, 0.14896701276302338, 0.04318754002451897, -0.029284149408340454, 0.054404366761446, 0.07606031000614166, 0.013180138543248177, -0.03817487880587578, 0.06200478971004486, -0.024868745356798172, 0.15734678506851196, 0.07949903607368469, 0.21286115050315857, -0.3177030384540558, 0.10731620341539383, -0.034062571823596954, -0.07703965902328491, 0.037260789424180984, 0.029755890369415283, 0.02172163687646389, -0.008191445842385292, 0.008048653602600098, 0.013696156442165375, -0.0702599361538887, 0.13976164162158966, -0.05949275940656662, 0.06294995546340942, 0.03273666650056839, 0.041683379560709, 0.00415252149105072, -0.11746958643198013, 0.08827544003725052, -0.13424289226531982, 0.041087064892053604, 0.0988326370716095, 0.15560270845890045, -0.11100297421216965, -0.09466666728258133, 0.09719470888376236, -0.08756986260414124, 0.07032950222492218, -0.04266120865941048, -0.02214537374675274, 0.19004224240779877, -0.03191649168729782, 0.4566154479980469]","[0.07842709124088287, 0.10633976757526398, 0.008969288319349289, 0.0016514118760824203, 0.000730008352547884, 0.002809347817674279, 0.0021489886566996574, 0.00015562149928882718, 0.0013343790778890252, 0.0024311027955263853, 0.0004868529795203358, 0.009558653458952904, 0.0017766205128282309, 0.03327544778585434, 0.1204444169998169, 0.009269601665437222, 0.0004436851304490119, 0.004189180675894022, 0.0010146889835596085, 0.0006797364912927151, 0.0003804389853030443, 5.666774814017117e-05, 6.523112097056583e-05, 0.0001657124375924468, 0.0015144126955419779, 0.02424413152039051, 0.001178316306322813, 0.0035438125487416983, 0.0009954789420589805, 0.0019820998422801495, 2.3750686523271725e-05, 0.01964801922440529, 0.006538871675729752, 0.017318766564130783, 0.0014033322222530842, 0.0029179477132856846, 0.0060804057866334915, 0.012961577624082565, 0.010138322599232197, 0.0081553403288126, 0.001567151048220694, 0.004179431591182947, 0.00037385610630735755, 0.00048644538037478924, 0.004621566738933325, 0.0010613002814352512, 0.3148459792137146]",47
15,0.22297397069633007,"[0.0584237277507782, 0.035406239330768585, 0.006491316948086023, -0.08040541410446167, -0.3484943211078644, 0.5296990871429443, -0.5091785788536072, -0.020973797887563705, 0.010737724602222443, -0.00537432124838233, 0.11427835375070572, 0.02896786853671074, 0.00890804361552, 0.0029831393621861935, 0.0006238779751583934, -0.0004031500138808042, 0.00034254349884577096, 0.00018831074703484774, 0.00013688273611478508, 7.716678373981267e-05, 3.463908797129989e-05, 1.4565372111974284e-05, 5.558189968724037e-06, 1.4840435369478655e-06, -4.1637622416601516e-07, -0.00018542118777986616]","[0.0027991842944175005, 0.001011025975458324, 3.0273977245087735e-05, 0.005535210482776165, 0.09769100695848465, 0.11894598603248596, 0.0972113087773323, 0.000188267178600654, 0.00047379263560287654, 0.00017244703485630453, 0.004281929228454828, 0.011069015599787235, 0.005749078933149576, 0.0034641562961041927, 0.0007586862775497139, 0.0014607583871111274, 0.0010229249019175768, 0.0013341113226488233, 0.0027872230857610703, 0.0032241286244243383, 0.0021846326999366283, 0.001203331514261663, 0.0005059996037743986, 9.691030572867021e-05, 1.9084172890870832e-05, 8.861328125]",26
16,0.12140958849340677,"[-0.11064915359020233, 0.30026811361312866, -0.04438953846693039, 0.11010690033435822, 0.029919059947133064, 0.015697168186306953, 0.005160549655556679, 0.0022920684423297644, 0.0007512856391258538, 0.0002070689370157197, 7.26739308447577e-05, 3.2731830287957564e-05, 1.783098377927672e-05, 1.4291812476585619e-05, 1.0443641258461867e-05, 0.00012664109817706048]","[0.009128863923251629, 0.0394294336438179, 0.012632020749151707, 0.005655955523252487, 0.004788822960108519, 0.008103135041892529, 0.005430266261100769, 0.006182297132909298, 0.0034596724435687065, 0.001227667322382331, 0.0006369630573317409, 0.0004889213014394045, 0.0004958557547070086, 0.0009868564084172249, 0.0014871014282107353, 0.56516033411026]",16
17,0.14470449462532997,"[-0.0904768630862236, 0.13250136375427246, -0.18869996070861816, 0.2492695301771164, -0.09273504465818405, -0.0008704299689270556, -0.33456847071647644, 0.03168656677007675, -0.14994516968727112, 0.07803798466920853, 0.12319464981555939, 0.25852957367897034, 0.29550495743751526, 0.07910837978124619, 0.056826844811439514, 0.04751884937286377, 0.04086378589272499, 0.03103690594434738, -0.688389241695404]","[0.0035630809143185616, 0.006338239181786776, 0.01905430294573307, 0.026359980925917625, 0.009986205026507378, 2.8039954713676707e-07, 0.055939607322216034, 0.0006233339663594961, 0.008474818430840969, 0.002546990290284157, 0.011204780079424381, 0.024972625076770782, 0.023136023432016373, 0.017541829496622086, 0.013854014687240124, 0.015052622184157372, 0.017643529921770096, 0.016581188887357712, 13.642058372497559]",19
18,0.19152472913265228,"[-0.1334877759218216, 0.09049644321203232, 0.003913486376404762, 0.04321099817752838, -0.1972094625234604, -0.3835211992263794, 0.6952260136604309, 0.21667791903018951, 0.2508237361907959, -0.650952160358429, -0.8400264382362366, 0.9076681733131409, 0.386798232793808, -1.0302271842956543, -0.884015679359436, 0.7346493601799011, -1.0816017389297485, 1.713010311126709, 0.43132448196411133, -0.8912783861160278, 1.2694649696350098, -0.7150375843048096, -0.10993564873933792, 4.571720600128174]","[0.00780457304790616, 0.003883088007569313, 1.0998716788890306e-05, 0.0008205329068005085, 0.01589193008840084, 0.06429515779018402, 0.2044842392206192, 0.024696020409464836, 0.02713020332157612, 0.26358863711357117, 0.3169604241847992, 0.6825541853904724, 0.08185476064682007, 0.47089794278144836, 0.41723763942718506, 0.22964760661125183, 0.4200708866119385, 1.237074851989746, 0.17346984148025513, 0.5107815861701965, 0.9581118822097778, 0.4660075604915619, 0.009452412836253643, 7.515335559844971]",24
19,0.08726323395967484,"[-0.5695725679397583, -0.2393988072872162, -0.6698830723762512, 0.9388361573219299, 0.37687867879867554, -0.22303001582622528, -0.4158490300178528, -0.03772279992699623, -0.29250308871269226, 0.01493872981518507, 0.018492668867111206, 0.01692994311451912, 0.6226485967636108]","[0.2097587138414383, 0.016732148826122284, 0.26183655858039856, 0.47665488719940186, 0.09099316596984863, 0.03195645660161972, 0.12164614349603653, 0.0012055737897753716, 0.0783202275633812, 0.00014685270434711128, 0.00018351645849179476, 0.0003468447830528021, 0.4950643479824066]",13
20,0.18494533002376556,"[0.08765210956335068, 0.09295602887868881, 0.003937049303203821, 0.07947180420160294, 0.0011542997090145946, -7.330564403673634e-05, -0.0005533197545446455, -0.0003665871045086533, -0.0001598025264684111, -8.19841370685026e-05, -4.7639467084081843e-05, -2.650150599947665e-05, -1.1159690984641202e-05, -8.97627217000263e-07, 3.0338187571032904e-06, 2.4610499167465605e-06, 1.8219647017758689e-06, 1.360591681986989e-06, 1.2531947959359968e-06, 1.0368473795097088e-06, 8.816882655082736e-07, 7.607168868162262e-07, 2.559080485298182e-06]","[0.008367612026631832, 0.0025733159855008125, 0.00023697370488662273, 0.0007209092727862298, 0.000350225338479504, 5.4276047194434796e-06, 0.0011153439991176128, 0.0016599417431280017, 0.001008953433483839, 0.0008040954126045108, 0.0007820033933967352, 0.0006657594349235296, 0.00031008737278170884, 5.039663847128395e-06, 0.00013833536650054157, 0.00020897302601952106, 0.0002513366052880883, 0.0002941066341008991, 0.0005002613761462271, 0.0006582525093108416, 0.0008717289892956614, 0.0011460231617093086, 0.021918166428804398]",23
21,0.3243196690455079,"[-0.06597766280174255, 0.04395187273621559, -0.026097053661942482, 0.04530298709869385, 0.1418510526418686, 0.0016159971710294485, -0.013692270964384079, 0.008991234935820103, 0.12460439652204514, 0.1064322292804718, 0.003766687586903572, 0.00836719386279583, 0.0019917318131774664, 0.11804167926311493, -0.12285150587558746, 0.009529465809464455, 0.12184789776802063, -0.12579074501991272, 0.01926945149898529, 0.22486741840839386, -0.10622458159923553, -0.07333659380674362, -0.06753214448690414, 0.116888128221035, 0.03019498474895954, 0.04029051959514618, 0.03922254964709282, 0.07834824919700623, -0.02865559607744217, 0.16279318928718567, -0.2529236674308777, 0.04090653732419014, 0.1271781027317047, 0.05973229557275772, 0.013479098677635193, 0.0444914810359478, -1.7212053537368774]","[0.0025561857037246227, 0.00096748280338943, 0.00033904192969202995, 0.001424939720891416, 0.011273407377302647, 1.5290019064195803e-06, 0.00010957696940749884, 5.81051608605776e-05, 0.0042242733761668205, 0.006276357918977737, 2.3580932975164615e-05, 1.1586752407310996e-05, 6.79141476211953e-06, 0.00728236511349678, 0.03339771181344986, 0.00012571677507366985, 0.008333330042660236, 0.028247632086277008, 0.0004329150542616844, 0.010698425583541393, 0.004380311816930771, 0.0032496366184204817, 0.0019178888760507107, 0.012708052061498165, 0.001074592350050807, 0.0009967826772481203, 0.0009433940285816789, 0.0011402133386582136, 0.001143000554293394, 0.010607830248773098, 0.01056941132992506, 0.0019201840041205287, 0.009908009320497513, 0.00537670124322176, 0.0003336715162731707, 0.003795628435909748, 1.635362148284912]",37
22,0.10175665002316236,"[0.011757416650652885, 0.009490065276622772, 0.029123220592737198, 0.004968895576894283, -3.544446008163504e-05, -0.0006896336562931538, -0.00016410433454439044, 0.00015409656043630093, 9.667758422438055e-05, 5.167014751350507e-05, 2.8009668312733993e-05, 1.5025294487713836e-05, 7.490667030651821e-06, -0.0001610208273632452]","[9.326767030870542e-05, 9.676978515926749e-05, 0.0045701744966208935, 0.0007958303322084248, 2.465780823968089e-07, 0.0005301490309648216, 0.00015480753791052848, 0.0006363709107972682, 0.0010595242492854595, 0.0011641383171081543, 0.0012000111164525151, 0.0011081108823418617, 0.0008115072851069272, 1.018972396850586]",14
23,0.2423583436757326,"[0.09264049679040909, 0.02134264074265957, -0.07278554141521454, 0.18453291058540344, 0.03626784682273865, -0.04479364678263664, 0.021022260189056396, 0.06301857531070709, 0.056885700672864914, -0.011553642340004444, -0.02729172073304653, -0.3126232624053955, 0.1207035481929779, 0.22858110070228577, -0.2906873822212219, -0.16625823080539703, 0.007861558347940445, -0.11147089302539825, 0.10775691270828247, 0.8923088908195496, 0.23984618484973907, -0.03655988723039627, 0.262856662273407, 0.016943195834755898, -0.006282241549342871, 0.08781388401985168, -0.007441764697432518, 0.03340810909867287, -0.46115201711654663]","[0.004499961156398058, 0.00023005975526757538, 0.00262832036241889, 0.023073123767971992, 0.00040638193604536355, 0.004458173643797636, 0.00023168246843852103, 0.0030846812296658754, 0.0016191991744562984, 6.395556556526572e-05, 0.0008678151061758399, 0.04248572513461113, 0.02944062277674675, 0.020393555983901024, 0.04224628210067749, 0.060826994478702545, 0.0002052165218628943, 0.04493389651179314, 0.004262547008693218, 0.2926904857158661, 0.16719242930412292, 0.0007192199118435383, 0.038180287927389145, 0.00011316241580061615, 5.756958853453398e-05, 0.002621037419885397, 7.778446888551116e-05, 0.0007956417975947261, 0.2913270890712738]",29
24,0.05194698553532362,"[-0.30972346663475037, -0.05914175882935524, -0.3162708282470703, -0.010464239865541458, -0.15805628895759583, -0.00043847074266523123, -0.00010500139615032822, -2.4566237698309124e-05, 0.001127269002608955]","[0.08217450976371765, 0.000873677316121757, 0.021998535841703415, 0.006414878647774458, 0.0016730092465877533, 0.000639036123175174, 0.00025276123778894544, 8.583259477745742e-05, 1.0081787109375]",9
