Episode,Reward,Actor_Loss,Critic_Loss,Duration
226,0.0917698536068201,"[1.2048000826325733e-05, -6.357053280225955e-06, -1.0691818488339777e-06, 4.1669190977700055e-06, 1.2880049098384916e-06, 1.2095823365143588e-07, 7.154193326641689e-08, 5.653478574174642e-09, 1.2432469276291158e-08, 1.7409234942533658e-08, 6.801069929451842e-09, 3.952838945053827e-09, 1.825773132679842e-08]","[9.74734066403471e-05, 9.779103493201546e-06, 1.1226716196688358e-06, 0.00013804729678668082, 0.00010398197628092021, 6.963668965909164e-06, 1.6554249668843113e-05, 6.04433466833143e-07, 1.4382279914570972e-05, 0.00011702293704729527, 6.64259641780518e-05, 6.871916411910206e-05, 0.005864261649549007]",13
227,0.15115181915462017,"[6.999614561209455e-05, -7.890341657912359e-05, 8.133185474434868e-06, 4.46808235210483e-06, 1.0789797215693397e-06, -1.6296509386393154e-07, -3.9963055087355315e-08, -2.2997799220547677e-08, -7.60903251517675e-09, 1.5510090989323544e-09, 1.777023528326538e-10, 2.9601660012090747e-10, 4.25918023072569e-10, 4.913163764719286e-10, 6.718590683796322e-10, 7.518129452321887e-10, 7.930954781798505e-10, 8.182886590546445e-10, -1.3554076971900031e-08]","[0.0005322293727658689, 0.0009044750477187335, 5.95771343796514e-05, 0.00014851579908281565, 7.842448394512758e-05, 1.4745195585419424e-05, 6.449744432757143e-06, 1.3763947208644822e-05, 8.417676326644141e-06, 1.692809178166499e-06, 8.888446956234475e-08, 9.865786978480173e-07, 1.2765320207108743e-05, 1.698643245617859e-05, 3.176406607963145e-05, 3.9774000470060855e-05, 4.426196028362028e-05, 4.7118639486143366e-05, 0.012927649542689323]",19
228,0.14220423623919487,"[-3.337562520755455e-05, -8.039262320380658e-05, 1.4356820429384243e-05, 5.38838185093482e-06, 1.058683437804575e-06, -1.2792162884522895e-08, -2.6842768008350504e-08, -1.5587502399938558e-09, -1.3282296373873237e-09, -1.6861481100249875e-09, -1.7259797757684936e-10, 2.8734706281063893e-10, 3.808074411359996e-10, 5.318999130032864e-10, 6.468361957168156e-10, 7.020440895288971e-10, 7.234847165804581e-10, -5.575610639851902e-09]","[4.975010233465582e-05, 0.0006547483499161899, 0.0001664369774516672, 0.0002403634716756642, 9.030359797179699e-05, 1.1280010880909686e-07, 3.6724218261952046e-06, 8.080064617388416e-08, 3.438887574702676e-07, 2.4699363621039083e-06, 1.3101801243919908e-07, 1.4525571714329999e-06, 1.020447143673664e-05, 1.9908546164515428e-05, 2.9442071536323056e-05, 3.468234353931621e-05, 3.6833109334111214e-05, 0.002187583362683654]",18
229,0.10183368809521198,"[6.187106009747367e-06, 6.350025068968534e-05, 7.773318770887272e-07, 2.552956402723794e-06, 2.1515214143619232e-07, -1.3162969025870552e-07, -4.529903563366133e-08, 1.6921841705652696e-08, 1.2586205855313892e-08, 1.9984429666664028e-09, 2.212390270983633e-09, 2.4986792634962285e-09, 1.5839562994557355e-09, 7.598334406111462e-09]","[8.223738404922187e-06, 0.00027031355421058834, 2.315206728553676e-07, 2.4130526071530767e-05, 1.592667103977874e-06, 5.182972927286755e-06, 4.608950348483631e-06, 4.054088094562758e-06, 1.1599639037740417e-05, 1.3366772009248962e-06, 7.0292153395712376e-06, 2.7458740078145638e-05, 4.4137330405646935e-05, 0.0018056519329547882]",14
230,0.06025086808949709,"[0.0006104007479734719, 0.0001278365816688165, -2.8048390959156677e-05, 3.2409309369541006e-07, 8.636120014671178e-07, 4.3450685893731134e-07, 1.5053217339300318e-07, 6.241006644813751e-08, 2.8216136982450735e-08, -7.923408418264444e-08]","[0.0032281544990837574, 0.00013318353740032762, 6.815457891207188e-05, 1.1776693753517975e-07, 1.0424346328363754e-05, 2.911302726715803e-05, 3.1218340154737234e-05, 3.8844194932607934e-05, 4.7068991989362985e-05, 0.001838822034187615]",10
231,0.07148987613618374,"[-0.0005585224716924131, 1.7035752534866333e-05, 5.4393326536228415e-06, 7.546216238552006e-06, 1.247717932528758e-06, -1.6678248471180268e-07, -4.963623112530513e-08, 1.5270218867158292e-08, 1.0865875310628326e-08, 5.182031692640976e-09, -6.638128269287336e-08]","[0.0006473103421740234, 3.966914846387226e-06, 6.324116384348599e-06, 0.00017546460730955005, 5.505457011167891e-05, 9.130503713095095e-06, 6.179297088237945e-06, 3.655251248346758e-06, 9.878972377919126e-06, 9.641023098083679e-06, 0.005512494593858719]",11
232,0.1701327422633767,"[8.58646490087267e-06, 3.8520323869306594e-05, -1.2589341167767998e-05, -3.6869798805128084e-06, -3.3891280963871395e-06, -6.652999786638247e-07, -3.4986264552117063e-08, -4.6851532431446685e-08, -1.756075107550714e-08, -1.5237628936404235e-09, 4.640790418619645e-09, 3.840835205437543e-09, 2.357984918432976e-09, 1.2652719982853e-09, 7.957067227337689e-10, 8.263502104810527e-10, 9.039028414647987e-10, 1.0852941878525257e-09, 1.3515731867030922e-09, 1.4409449189400902e-09, 4.6335673076214334e-09]","[0.00019167506252415478, 0.0005953296204097569, 0.0001182138075819239, 5.53015161131043e-05, 0.00032187646138481796, 8.753123984206468e-05, 1.6211423599088448e-06, 1.748102113197092e-05, 1.3229814612714108e-05, 4.5259153580445854e-07, 1.8710190488491207e-05, 4.152321344008669e-05, 4.347295543993823e-05, 5.006854917155579e-05, 4.455390080693178e-05, 4.8051613703137264e-05, 5.74940895603504e-05, 8.288475510198623e-05, 0.000128546089399606, 0.00014610814105253667, 0.0015108129009604454]",21
233,0.13288051635026932,"[-0.00012896662519779056, -2.202205541834701e-05, 1.0559962902334519e-05, 4.8753477130958345e-06, 7.318289476643258e-07, -2.6570717182039516e-07, -1.5864445757074463e-08, -8.662749628740585e-09, 9.786857546600913e-09, 1.3118800490374838e-09, 2.685205391372847e-09, 2.3766955070669837e-09, 9.685178214979828e-10, 6.616014958105154e-10, 5.069261121981583e-10, 5.476721853803213e-10, -1.1673250810417812e-08]","[0.0024129399098455906, 8.613348654762376e-06, 8.624548172520008e-06, 2.093089096888434e-05, 5.3934636525809765e-06, 7.263274710567202e-06, 2.2589107118164975e-07, 4.882240887127409e-07, 3.82089910999639e-06, 3.7378518413788697e-07, 6.263965588004794e-06, 1.9629154849098995e-05, 1.6501937352586538e-05, 1.3689581464859657e-05, 1.8082939277519472e-05, 2.1106736312503926e-05, 0.00958877895027399]",17
234,0.15955270640552044,"[-0.00013733029481954873, -5.777337355539203e-05, 3.494451812002808e-05, 5.373429303290322e-06, -1.9796316337306052e-06, -2.655403363860387e-07, -8.268870743677326e-08, -3.691996397492403e-08, -2.3915947000574533e-09, 1.4168012318904744e-09, 5.731217722626525e-10, 3.3919364539336527e-10, 5.701892846765588e-10, 2.784159847113443e-10, 3.795102565540276e-10, 4.4195141990499565e-10, 5.646567102779443e-10, 6.669896301936262e-10, 7.38654026832819e-10, -3.534972314866991e-09]","[0.0010073611047118902, 0.0001100713707273826, 0.0002595799742266536, 6.467724597314373e-05, 8.835472544888034e-05, 1.4132969226920977e-05, 1.0408402886241674e-05, 1.3923288861406036e-05, 3.38154308110461e-07, 6.277899728956982e-07, 4.717122976671817e-07, 5.060052217231714e-07, 5.719497039535781e-06, 5.454664460557979e-06, 1.013506880553905e-05, 1.3744494026468601e-05, 2.2436168364947662e-05, 3.1305302400141954e-05, 3.839386408799328e-05, 0.0008793296874500811]",20
235,0.16108302678912878,"[6.775109795853496e-06, 4.6712273615412414e-05, -1.3611025678983424e-05, -1.9767794583458453e-06, -9.103496836360137e-07, 8.911999316296715e-08, 1.2243414460044733e-07, -6.833711374554241e-09, -3.1550455581452752e-09, 2.5384916391146817e-09, 6.474630165342887e-09, 3.905376466661892e-09, 2.121947284550174e-09, 1.652093239989938e-09, 9.869444150822915e-10, 1.0778881120998562e-09, 1.1458830551092092e-09, 1.1979294223252168e-09, 1.266862281745773e-09, 4.9005497437804024e-09]","[0.00014635937986895442, 0.0014346607495099306, 0.0003476392012089491, 3.813016883214004e-05, 5.0834893045248464e-05, 3.24498319059785e-06, 3.851059955195524e-05, 6.902259883645456e-07, 7.288969072760665e-07, 2.0153383957222104e-06, 5.244291969574988e-05, 6.707882130285725e-05, 7.921161886770278e-05, 8.536234236089513e-05, 6.854331149952486e-05, 8.175740367732942e-05, 9.239751670975238e-05, 0.00010098158236360177, 0.00011293759598629549, 0.001689932425506413]",20
236,0.16977527644485235,"[1.2417631296557374e-05, -6.154311449790839e-06, 2.7098440114059485e-05, 3.1076569939614274e-06, -4.733155662961508e-07, -4.2393961052766826e-07, -1.40315563612603e-07, -7.02126499163569e-08, -3.1706441916412587e-08, -1.373581692831749e-08, -5.550900628037425e-09, -1.4972871831275825e-09, 7.775470822757313e-10, 6.567120736100662e-10, 4.990244328872961e-10, 6.447167799628062e-10, 7.65359442489455e-10, 8.362829317931642e-10, 8.854607047581453e-10, 9.189397021103218e-10, -7.6854176356278e-09]","[0.00031657121144235134, 1.1548437214514706e-05, 0.0002456862712278962, 1.9118104319204576e-05, 3.2079758511827094e-06, 1.8715507394517772e-05, 1.4892789295117836e-05, 2.491382292646449e-05, 3.070363527513109e-05, 3.010572436323855e-05, 2.1682342776330188e-05, 6.310296157607809e-06, 6.8069566623307765e-06, 1.3487989235727582e-05, 1.752360003592912e-05, 2.9249447834445164e-05, 4.12202462030109e-05, 4.921371510135941e-05, 5.517194222193211e-05, 5.942288407823071e-05, 0.0041563743725419044]",21
237,0.20039986819028854,"[-2.2034835637896322e-05, 9.710084668768104e-06, -9.69439497566782e-06, -1.3049309018242639e-05, 3.3562926660124504e-07, 1.669745017807145e-07, -5.67149216479379e-09, -9.760388763879746e-08, -5.5568502688174704e-08, -2.3482266797714146e-08, -1.221918299876279e-08, -5.605567121591548e-09, -2.3130337645227428e-09, -6.027339183312108e-10, 8.59354878923746e-11, 3.107663293366869e-10, 4.945262532807249e-10, 7.045760641588572e-10, 1.2751503186692048e-09, 9.66852931050255e-10, 1.1306752201178938e-09, 1.2505508850679803e-09, 1.3564688261524793e-09, 1.413199113287078e-09, 4.306330847470008e-09]","[0.0028330888599157333, 0.00015476314001716673, 0.00014687654038425535, 0.0007715398678556085, 2.8079793992219493e-06, 3.773742264456814e-06, 2.2666471366505903e-08, 3.494679185678251e-05, 5.839482764713466e-05, 4.94928281113971e-05, 5.764955130871385e-05, 5.233495539869182e-05, 2.3530090402346104e-05, 6.3910320022841915e-06, 5.196666279516649e-07, 6.795910394430393e-06, 1.7209109500981867e-05, 3.4932963899336755e-05, 0.0001144201451097615, 6.578100874321535e-05, 8.996124961413443e-05, 0.0001100480803870596, 0.0001294790126848966, 0.0001405356015311554, 0.0013049518456682563]",25
238,0.14143033139407635,"[0.00010330402437830344, 1.7420798030798323e-05, 5.6631215556990355e-06, -7.082477964104328e-07, -3.284604588316142e-08, -3.4228449408146844e-08, 7.014825387230417e-10, -6.217707237965442e-09, -4.054527824592924e-09, 2.603695925529337e-09, 1.6124863666533429e-09, 8.148114405415186e-10, 5.647038947564909e-10, 5.972165539880336e-10, 7.285586578476e-10, 7.118635680924967e-10, 6.703278487840691e-10, -1.6410002245947908e-08]","[0.0018256361363455653, 0.00020050602324772626, 0.00016226700972765684, 2.01024940906791e-05, 3.48087155543908e-07, 2.8193771868245676e-06, 7.713659933017425e-09, 3.4699464777077083e-06, 6.844993095000973e-06, 1.1291023838566616e-05, 2.032962038356345e-05, 1.1679760063998401e-05, 2.2439919121097773e-05, 2.5098246624111198e-05, 3.7351557693909854e-05, 3.56593300239183e-05, 3.161944550811313e-05, 0.018949465826153755]",18
239,0.030143819749355316,"[2.316265454282984e-05, 2.7954240067629144e-05, 3.213256786693819e-05, 2.14686879189685e-05, 2.9726816137554124e-06, -2.8208000912854914e-07, -8.525057637598366e-07]","[1.2441092621884309e-05, 2.250820216431748e-05, 0.00024583167396485806, 0.001085045631043613, 0.00019124573736917228, 1.3776249943475705e-05, 0.0008416428463533521]",7
240,0.0936904801055789,"[0.0003610978601500392, 6.685264088446274e-05, -3.900798401446082e-05, 7.1679114626022056e-06, 2.110780997099937e-06, 3.834450978956738e-07, 1.1678526590230831e-07, 3.856685282244143e-08, -2.354593853226561e-09, 3.1070837014368635e-09, 4.235413686437539e-10, 3.34880179142516e-10, -9.132973488590324e-09]","[0.002219827612861991, 4.014295700471848e-05, 0.00011229304800508544, 5.3730214858660474e-05, 6.317064253380522e-05, 2.41140241996618e-05, 2.135370232281275e-05, 1.8120788809028454e-05, 4.482974134134565e-07, 4.347754384070868e-06, 3.506457915136707e-07, 8.768312795837119e-07, 0.002608685055747628]",13
241,0.10188310127705336,"[-0.0005361092044040561, -0.00021793032647110522, -1.778592195478268e-05, 2.208593286923133e-06, 9.132509148912504e-08, 1.78206619239063e-07, 4.2616139950268916e-08, -1.8000269719209427e-08, 4.23915125224994e-09, 6.508638072943995e-10, 5.697871063858884e-10, 1.1409528877237562e-09, 1.222130285860601e-09, 1.0394131388924421e-10]","[0.0029725111089646816, 0.0004229380574543029, 3.082480179728009e-05, 7.057649781927466e-06, 1.5826077515157522e-07, 6.551964361278806e-06, 3.39558437190135e-06, 4.522905328485649e-06, 1.6129470168380067e-06, 2.0701268965694908e-07, 6.346031113935169e-07, 1.0178237062064e-05, 2.6275727577740327e-05, 7.602494065395149e-07]",14
242,0.16571292001754045,"[-0.0005512471543624997, -0.00031279053655453026, 2.7771002351073548e-05, 6.617089184146607e-06, 1.1038919183192775e-06, -7.135635087252012e-07, -3.7250768514240917e-07, -1.101127793390333e-07, -4.816549648012369e-08, -2.055022285674113e-08, -6.3396501381873804e-09, -1.9647612425899297e-09, -6.134489027864731e-10, -1.5951108489620225e-10, 2.841549565091306e-11, 2.1131055238932106e-10, 3.8165143267931967e-10, 5.946671488565869e-10, 6.725521806139056e-10, 7.226783615976728e-10, -3.2522142756619132e-09]","[0.002974638482555747, 0.0017798779299482703, 9.755917562870309e-05, 6.0227132053114474e-05, 1.676929423410911e-05, 6.235444016056135e-05, 0.00013295286044012755, 7.96469539636746e-05, 9.254460746888071e-05, 9.172061254503205e-05, 4.419060860527679e-05, 1.6977712220977992e-05, 6.620282420044532e-06, 1.7904469586937921e-06, 5.681855341777009e-08, 3.142114792353823e-06, 1.0249754268443212e-05, 2.4884424419724382e-05, 3.182963700965047e-05, 3.675105108413845e-05, 0.0007442827918566763]",21
243,0.0812691729515791,"[0.0005787901463918388, 0.00017606945766601712, 7.478346105926903e-06, -2.313272034371039e-06, -7.633072982571321e-07, -1.710112655928242e-07, -7.524433698335997e-08, -1.8245316368847853e-08, 2.7415818504294975e-09, 3.3552529643543494e-09, 2.6275814857257274e-09, 8.377080362720335e-09]","[0.0004390380345284939, 0.00020577842951752245, 6.867115644126898e-06, 1.0384860615886282e-05, 1.429290568921715e-05, 7.353439741564216e-06, 1.1896407158928923e-05, 4.646889010473387e-06, 5.876763111700711e-07, 4.0417885429633316e-06, 9.915069313137792e-06, 0.00030863488791510463]",12
244,-0.004961051978170872,"[0.0011022270191460848, -0.000513050181325525, 4.873249781667255e-05]","[0.0017738683382049203, 0.0009579316829331219, 0.00010191911133006215]",3
245,0.17981082201004028,"[1.7437998849345604e-06, 2.5827005174505757e-06, -5.888271061849082e-06, -3.7962038277328247e-06, -1.932351324285264e-06, -4.578388939080469e-07, 1.0193362598442945e-08, 4.9409049296400553e-08, 8.336077605974879e-09, 3.617375732289929e-09, 3.270995474480287e-09, 2.666889376001791e-09, 2.022013001479195e-09, 1.7929632223356862e-09, 1.4890420008129013e-09, 1.723750253646017e-09, 1.624034462466284e-09, 1.757382017686382e-09, 1.7775880767345598e-09, 1.796184756486241e-09, 1.7668020380057214e-09, 1.2690531292491869e-08]","[6.254155596252531e-05, 3.458866194705479e-05, 0.0003577720490284264, 0.0006401876453310251, 0.0007783405017107725, 0.00023694697301834822, 6.042596965016855e-07, 6.604649388464168e-05, 7.823876330803614e-06, 6.394460342562525e-06, 2.091398710035719e-05, 4.085578621015884e-05, 7.192628254415467e-05, 0.00010054025915451348, 0.0001560247765155509, 0.0002090876514557749, 0.00018559666932560503, 0.0002173261746065691, 0.00022235246433410794, 0.00022702918795403093, 0.0002196622808696702, 0.011332853697240353]",22
246,0.031539248302578926,"[-1.953284299816005e-05, 0.0001092154998332262, 9.568860832587234e-07, 1.8318837646802422e-06, 4.774183253175579e-07, 8.09944879165414e-07, -3.0381463602680014e-06]","[8.238120017267647e-07, 4.369996167952195e-05, 4.1105614911884913e-08, 2.075434395010234e-06, 1.8287227021573926e-06, 5.933458305662498e-05, 0.007539903745055199]",7
247,-0.005075833760201931,"[-0.002348601818084717, -2.9368035029619932e-05, -0.0002416877105133608]","[0.00479355501011014, 3.957986791647272e-06, 0.0031985067762434483]",3
248,0.2003446351736784,"[0.00010975485201925039, 3.8293721445370466e-05, 9.148133358394261e-06, 5.098693691252265e-06, 8.51819095259998e-07, -2.000094525556051e-07, 1.5122726892968785e-07, -2.7847830708083166e-08, -3.296171158240213e-08, -1.3362976503117352e-08, -4.567506817210187e-09, -1.7479784286678068e-09, -4.619727655974515e-10, 4.566427791452554e-10, 3.545448934438866e-10, 4.94546681384378e-10, 5.213314779872746e-10, 5.680896308923877e-10, 4.818439536258268e-10, 3.5530339781431053e-10, 3.58545249046216e-10, 5.313403605988753e-10, 5.679866021957025e-10, 5.462280072698888e-10, -2.1300708752391984e-08]","[0.006497709080576897, 0.000391247624065727, 6.059566658223048e-05, 0.00011191691737622023, 2.0167486582067795e-05, 7.182898571045371e-06, 2.3265634808922186e-05, 4.273658305464778e-06, 2.9393841032288037e-05, 2.0934026906616054e-05, 1.0194716196565423e-05, 5.972402959741885e-06, 1.2259599770914065e-06, 3.6683679809357272e-06, 8.84549444890581e-06, 1.721053195069544e-05, 1.9125271137454547e-05, 2.270980621688068e-05, 1.63377608259907e-05, 8.883383088686969e-06, 9.046229934028815e-06, 1.9866680304403417e-05, 2.2701569832861423e-05, 2.099556877510622e-05, 0.03192771598696709]",25
249,0.050753578543663025,"[-0.00030388441518880427, 4.4023461668984964e-05, 6.105156353441998e-05, 2.7072261218563654e-05, 3.087319782935083e-06, 5.960656608294812e-07, 8.249939043025734e-08, 4.3101024971292645e-08, -3.0126457772894355e-07]","[0.0007165237911976874, 3.950046084355563e-05, 0.0006967972149141133, 0.00151527626439929, 0.00019849832460749894, 6.151409615995362e-05, 8.044312380661722e-06, 1.2688717106357217e-05, 0.0030182686168700457]",9
250,0.09277108404785395,"[-0.0011433444451540709, 0.00021091257804073393, 2.4369403035962023e-05, -4.2901857000288146e-07, -5.327191274773213e-07, -2.791504982724291e-07, -6.424169640695254e-08, 1.6743819664100101e-09, -7.584348260536444e-09, -1.7688802644855173e-09, 8.275286011993899e-10, 1.5310236411991696e-09, -8.149454444605908e-09]","[0.0008898111991584301, 0.00027741724625229836, 7.4479088652879e-05, 3.689904417569778e-07, 7.355975412792759e-06, 2.1080935766804032e-05, 9.375174158776645e-06, 4.3947665062660235e-08, 5.162959951121593e-06, 1.3028345620114123e-06, 9.834434422373306e-07, 1.0309163371857721e-05, 0.00116836023516953]",13
251,0.14156695548444986,"[5.3120260417927057e-05, -3.536777512636036e-05, 3.405391180422157e-05, 1.5079963304742705e-06, -1.0967598882416496e-06, -3.1784412612978485e-07, -8.395766570856722e-08, -2.5222693267323848e-08, -1.1410121736332712e-09, -3.3041163138847196e-09, -8.596833245277935e-10, 1.5059423152941065e-10, 4.77382633423673e-10, 4.166330058730239e-10, 5.855450013747543e-10, 6.893819404218959e-10, 8.060317968627828e-10, 9.569451897561976e-09]","[9.005257015815005e-05, 7.137979991966859e-05, 0.0006138485623523593, 1.2397145837894641e-05, 6.388407928170636e-05, 4.387888475321233e-05, 2.105114981532097e-05, 1.1645982340269256e-05, 1.256699420082441e-07, 4.54572364105843e-06, 1.4446211480390048e-06, 1.7731839818679873e-07, 4.009155873063719e-06, 1.221481852553552e-05, 2.412682988506276e-05, 3.344256037962623e-05, 4.571766476146877e-05, 0.006443975027650595]",18
252,0.20095522422343493,"[-1.0749537068477366e-05, 1.686463747319067e-06, -8.449576853308827e-06, 5.602960868600348e-07, -2.3941620383993722e-06, -7.703384881097008e-07, -7.570062621198304e-08, -1.1638811514558256e-07, -5.3811742617426717e-08, -2.0192041816358142e-08, -7.146821356940336e-09, -2.6898354654747436e-09, -9.160232017357828e-10, 4.386624952168461e-10, 5.687948445576296e-10, 6.477374747682063e-10, 8.215012003986999e-10, 1.0612809520083033e-09, 9.309092385834106e-10, 1.012527062194124e-09, 1.0921007431718976e-09, 1.1843092062591154e-09, 1.2564150830840504e-09, 1.5002583619860843e-09, 3.6916538714848457e-09]","[8.262361370725557e-05, 9.63390561992128e-07, 6.718510121572763e-05, 1.6743831565690925e-06, 0.00019818438158836216, 0.00012762074766214937, 6.8855006247758865e-06, 8.483593410346657e-05, 8.844005060382187e-05, 5.423546826932579e-05, 2.717749339353759e-05, 1.4142570762487594e-05, 4.820105004910147e-06, 3.3851717944344273e-06, 2.2766223992221057e-05, 2.9524175261030905e-05, 4.748933497467078e-05, 7.925751560833305e-05, 6.098097583162598e-05, 7.214280049083754e-05, 8.392766176257282e-05, 9.869835776044056e-05, 0.00011108259059255943, 0.00015838418039493263, 0.0009590067202225327]",25
253,0.12247553374618292,"[1.9164677723892964e-05, 6.812181527493522e-05, 2.1726524209952913e-05, 5.739678272220772e-06, 9.15804818646393e-08, 1.6690385962192522e-07, 5.808136194218605e-08, 1.0084217016981256e-08, -2.6061153235446e-10, 1.4149332816515425e-09, 2.443033331189781e-09, 1.7550337849669972e-09, 1.2081465827762372e-09, 5.736727204386227e-10, 5.296741378835179e-10, -1.3120541098032845e-08]","[1.2580084330693353e-05, 0.00010574339830782264, 8.365076791960746e-05, 6.915094854775816e-05, 2.0357445862373424e-07, 6.551029855472734e-06, 6.575614406756358e-06, 1.3997433825352346e-06, 5.68289415525669e-09, 8.336127166330698e-07, 1.16663704829989e-05, 2.408286127320025e-05, 2.567786941654049e-05, 2.31583762797527e-05, 1.9742277800105512e-05, 0.012113877572119236]",16
254,0.060894135385751724,"[-2.4652870706631802e-05, 4.143879050388932e-05, 5.5061173043213785e-05, 2.1130683308001608e-05, 4.0770355553831905e-06, 4.957728947374562e-07, 2.0525395427739568e-07, 6.194848367613304e-08, 2.3221105038828682e-08, -1.3785007979549846e-07]","[3.238041972508654e-05, 7.774106779834256e-05, 0.0007088846759870648, 0.0008913700585253537, 0.0003036322013940662, 3.622042277129367e-05, 4.285857721697539e-05, 2.2522017388837412e-05, 1.5485764379263856e-05, 0.0022277189418673515]",10
255,0.04002415854483843,"[0.0003686157870106399, -0.00025018135784193873, 0.00010604919225443155, 4.1407914977753535e-05, 9.281554412154946e-06, 7.357223239523591e-07, -1.212928282257053e-07, -1.7048089375748532e-06]","[0.0004850724071729928, 0.00015184952644631267, 0.00027718537603504956, 0.0005807845736853778, 0.0003439743013586849, 2.04245989152696e-05, 4.329193870944437e-06, 0.00549043295904994]",8
256,0.05983923748135567,"[-0.00011236978753004223, 3.252558599342592e-05, 5.496029643836664e-06, -8.575349284001277e-07, -6.955104367989406e-07, -2.811339356867393e-07, -1.1048786063838634e-07, -1.6597850205357645e-08, -3.1702325209437276e-09, 9.421277979981824e-08]","[0.00031615133048035204, 0.00014432755415327847, 4.446060484042391e-05, 1.0492208275536541e-05, 6.343572749756277e-05, 8.071125921560451e-05, 8.256639557657763e-05, 1.024478206090862e-05, 1.7680761175142834e-06, 0.006245956290513277]",10
257,0.030467776581645012,"[-0.0004649054317269474, -0.0006103487685322762, -6.195321930135833e-06, -1.4277455193223432e-05, 1.19626349714963e-06, 8.258473371824948e-07, -6.867157367196342e-07]","[0.00022642809199169278, 0.0005298085743561387, 7.134335646696854e-07, 5.572345617110841e-05, 5.3031317293061875e-06, 2.764457167359069e-05, 0.00016533110465388745]",7
258,0.1660571377724409,"[-0.0004830567922908813, 1.4894593732606154e-05, 6.87671990817762e-06, 1.7990960259339772e-05, 2.742624246820924e-06, 6.877729674670263e-08, -1.7757766102022288e-07, -4.285713117724299e-08, -1.4817208793260761e-08, -9.452688409794519e-09, -2.514029207034696e-09, -4.223502658717848e-10, -7.656099062017252e-13, 1.6262637070330044e-10, 2.785674191319032e-10, 3.5964037303770624e-10, 3.9638387017149057e-10, 4.766974037728744e-10, 5.302776551197041e-10, 5.871002017876492e-10, -6.986763168015386e-09]","[0.004124156199395657, 5.382913968787761e-06, 7.1245904109673575e-06, 0.0005080426926724613, 0.00011603865277720615, 6.271525876400119e-07, 3.207978079444729e-05, 1.2670039723161608e-05, 9.1905776571366e-06, 1.940638139785733e-05, 6.949284397705924e-06, 7.845220011404308e-07, 1.0311806963869685e-11, 1.861065584307653e-06, 5.460599822981749e-06, 9.101574505621102e-06, 1.1056346011173446e-05, 1.5990619431249797e-05, 1.978729233087506e-05, 2.4255161406472325e-05, 0.0034350394271314144]",21
259,0.012499671429395676,"[0.001937948982231319, 0.0001915027532959357, 7.755249680485576e-05, 1.780204547685571e-05, -5.312849680194631e-05]","[0.0019663823768496513, 1.5866116882534698e-05, 3.639268106780946e-05, 3.114992068731226e-05, 0.0036235100124031305]",5
260,0.09322303626686335,"[0.0005495590157806873, -7.16889844625257e-05, 2.357859102630755e-06, 6.827349352533929e-06, 7.392353040813759e-07, 2.0755935281613347e-07, 7.710875138400297e-08, 3.155688332867612e-08, 3.320058672429127e-09, -2.356898232136473e-09, 5.335800135064517e-10, 8.171309739957167e-10, 7.219580044903751e-09]","[0.0035759685561060905, 8.430138404946774e-05, 9.666841833677609e-07, 0.00011103077122243121, 1.638129833736457e-05, 1.4140946404950228e-05, 1.7872956959763542e-05, 2.2345448087435216e-05, 1.5321635373766185e-06, 3.908957751264097e-06, 8.013802244022372e-07, 7.517664926126599e-06, 0.00366778252646327]",13
261,0.030360864475369453,"[-0.0031815683469176292, -6.893384124850854e-05, -1.4323967661766801e-05, -8.147736480168533e-06, -3.4500149581617734e-07, 1.954677202320454e-07, -1.2136870282120071e-06]","[0.0034327993635088205, 9.380741175846197e-06, 6.595843842660543e-06, 3.34146898239851e-05, 7.625638431818516e-07, 2.5095484943449264e-06, 0.0007844505016691983]",7
262,0.08248872589319944,"[-0.0001464587403461337, 4.515442196861841e-05, -3.4532063182268757e-06, -1.7469234308009618e-06, -4.2175298631264013e-07, -3.210501517969533e-07, -1.1339585626046755e-07, -1.835130269967067e-08, -4.800261077519963e-09, 4.1047186483123e-11, 2.0611963247318954e-09, 3.1053723148488643e-08]","[0.0008914932841435075, 0.00032739483867771924, 1.8465005268808454e-05, 4.569799421005882e-05, 2.4723476599319838e-05, 0.00011421191447880119, 9.616690658731386e-05, 1.4811243090662174e-05, 5.004533704777714e-06, 1.4637304701636822e-09, 1.1958542017964646e-05, 0.007539881858974695]",12
263,0.05145987216383219,"[6.197802576934919e-05, -0.0001463673688704148, 3.859200660372153e-05, -3.551487679942511e-06, -7.646525546078919e-07, 1.278026928730469e-07, 2.00781229864333e-07, 6.795154661176639e-08, -9.633003372755411e-08]","[1.0328848475182895e-05, 0.00013792092795483768, 0.00011943694698857144, 1.3544937246479094e-05, 7.705068128416315e-06, 2.133190946551622e-06, 4.2948347982019186e-05, 3.2819141779327765e-05, 0.00036151238600723445]",9
