Episode,Reward,Training_error,Duration
79,0.25622844882309437,0.008867931959235116,32
80,0.48733955528587103,0.00873671372372688,55
81,0.6200178815051913,0.009797000152469088,67
82,0.3882014285773039,0.00979015574128846,44
83,0.20219697523862123,0.008985248098747772,27
84,0.34088911954313517,0.009657919982643573,40
85,0.15626880526542664,0.0101268434103339,21
86,0.03780160844326019,0.009899955026184492,8
87,0.20223521254956722,0.009741529116949204,25
88,0.07383627351373434,0.010637694563910952,12
89,0.4213804276660085,0.011242438829097905,47
90,0.2310691438615322,0.007879719762034904,29
91,0.3610935853794217,0.009319632896787708,41
92,0.37376126181334257,0.008200288610513867,43
93,0.16938498616218567,0.008669325737022917,22
94,0.1768339304253459,0.007754335147485431,24
95,0.31605819799005985,0.008702430019937764,36
96,0.011965886689722538,0.008490133315144322,5
97,0.2862017098814249,-0.024163126933087795,34
98,0.4274452328681946,0.009534883387631882,48
99,0.03946660831570625,0.011387840570372102,8
100,0.24858785700052977,0.00786916982000269,30
101,0.10618786793202162,0.008416003140867604,15
102,0.3158650593832135,0.010053507457993716,39
103,0.10448287520557642,0.008340296022805378,15
104,0.2405097084119916,0.00864732021309486,30
105,-0.021762201562523842,0.01043856913255585,1
106,0.24008227605372667,0.008645207027497308,29
107,0.36047497764229774,0.010402776839207286,41
108,1.040255437605083,0.009425371322565136,109
109,0.036556762643158436,0.009225562882185042,8
110,0.3877316992729902,0.008782530860923364,47
111,0.1476227007806301,0.00975679709956812,19
112,0.36794018372893333,0.00977268895822924,42
113,0.21920147258788347,0.009576372583618828,28
114,0.16251723188906908,0.009578391733964825,21
115,0.1589245293289423,0.00938079843900819,21
116,0.44262376334518194,0.008768386948962037,53
117,0.08237586542963982,0.009609449550127838,13
118,0.27960032783448696,0.009765185951577217,34
119,0.04802548885345459,0.01057831344816988,9
120,0.4333325596526265,0.009797412429044283,49
121,0.6383895790204406,0.009318980808769257,68
122,0.3258494632318616,0.00931482671090608,37
123,0.40825341548770666,0.00815879667765066,49
124,0.27828035689890385,0.010027532551671242,34
125,0.4349900223314762,0.009477100121275743,51
126,0.4408184280619025,0.009399171130223932,50
127,0.5655215103179216,0.009275096560763071,63
128,0.5516903679817915,0.009894574972394505,61
129,0.927756056189537,0.00811688044427925,98
130,0.3626668192446232,0.00676714463069832,44
131,0.16432011779397726,0.011118866654684806,22
132,0.6736457655206323,0.008572177700397426,72
133,0.40747390035539865,0.008279113715353338,46
134,0.2241669911891222,-0.0189255469627074,28
135,0.19719059113413095,0.009912081247989469,25
136,0.11392632219940424,0.009768203817822339,16
137,0.3797560064122081,0.009913426444722708,44
138,0.2553239641711116,0.010469439024660276,31
139,0.12391501944512129,0.009784858423554251,17
140,0.1849372899159789,0.009920087034145616,23
141,0.06619071774184704,0.011307095449528742,11
142,0.35277619399130344,0.008929070917442201,41
143,0.14173561800271273,0.00968344862947288,20
144,0.37403668835759163,0.007536099458964625,43
145,0.2890620920807123,0.006983367784133033,33
146,0.4172540483996272,0.005702868475694392,47
147,0.34635758493095636,0.009532242455363521,39
148,0.23270511906594038,0.008240802940302886,30
149,0.1891891984269023,0.010767163686627022,23
150,0.2069570804014802,0.007321334283787058,27
151,0.6583461118862033,0.006850798256253576,74
152,0.1576195927336812,0.008124336840606691,20
153,0.25417603086680174,0.008941846490760656,30
154,0.12291289865970612,0.008462414947557447,18
155,0.011649766936898232,0.008966710845156505,5
156,1.1826831744983792,0.008920716612973674,123
157,0.06397788412868977,0.009287388046169328,11
158,1.092586106620729,0.010161431038217858,116
159,0.12954702135175467,0.00903050345828918,17
160,0.6383693786337972,0.006955864266944728,70
161,0.36153606325387955,0.0077218183286621375,41
162,0.3060111552476883,0.010611101249196961,35
163,0.13897869735956192,0.009927950978681353,19
164,0.6032924549654126,0.010587169969831615,65
165,0.38734724279493093,0.009581033774094059,45
166,0.4586043870076537,0.009074227788187991,51
167,0.14991928078234196,0.0056941763833640155,20
168,0.40504155214875937,0.007313001436585363,45
169,0.06445044279098511,0.009306238368992754,11
170,0.14124162308871746,0.005801494246881899,19
171,0.45187773182988167,-0.025609073754292257,53
172,0.05583502538502216,0.009797685093042201,10
173,1.028422529809177,0.009979707078310628,109
174,0.4032366285100579,0.010361261175901063,45
175,0.44545298535376787,0.010310175558599229,53
176,1.001595415174961,0.010269867990147834,106
177,0.220792424865067,0.0097718323221074,27
178,0.2118161953985691,0.011045758432776054,27
179,0.40740466210991144,0.010190245481353336,45
180,0.41645091492682695,0.009862206449640814,47
181,0.7087035523727536,0.007251122962140907,78
182,0.2795014288276434,0.011048121195186974,34
183,0.5442874822765589,0.006054363399274718,59
184,0.4658726016059518,0.009014084907762655,52
185,0.28797113802284,0.00895964749998426,35
186,0.5774519704282284,0.01074074435355629,63
187,0.02827943116426468,0.00949143670311393,7
188,0.31092217564582825,0.008343599906123732,36
189,0.07222916558384895,0.010824590478287151,12
190,-0.00526555348187685,0.009509146445727238,3
191,0.13673843163996935,0.008354715859094274,18
192,0.2708236388862133,0.012382009413829428,33
193,0.11743054818361998,0.01123221423496287,17
194,0.43272196128964424,0.010244767740545281,52
195,0.2964682588353753,0.010520836820718724,34
196,0.1741747921332717,0.009844875704948984,24
197,0.1347235944122076,0.011798016796590186,19
198,0.1929169213399291,0.010364101272894813,24
199,0.0291267903521657,0.00843829121073238,7
200,0.29920984990894794,0.01186235465685657,35
201,0.5270089907571673,0.013284697667149185,57
202,0.247498438693583,0.007048575448497135,29
203,0.1950859036296606,0.010371611392020235,24
204,0.19309502560645342,0.008280490492389818,24
205,0.5428615929558873,0.00978454340233986,59
206,0.13954883441329002,0.010528615501776736,18
207,0.14229837246239185,0.01237238944493463,19
208,0.8924094997346401,0.008110692587682603,96
209,0.5137772094458342,0.009772656898079508,57
210,0.10516541544348001,0.008308156835856971,15
211,0.11517029721289873,0.010428865703614428,16
212,0.0031552016735076904,0.010902189959531555,4
213,0.3899730956181884,0.010277733522578436,44
214,0.44971868954598904,0.008459173094764957,51
215,0.21440315525978804,0.008592095992270728,26
216,0.1370442332699895,0.011077588557182471,18
217,0.04793753381818533,0.012434731040883981,9
218,0.20758671313524246,0.013181824147519693,25
219,0.3527081273496151,0.01067910270644904,43
220,0.17401194758713245,0.012910753538852541,22
221,0.2889533042907715,0.00793294817182272,35
222,0.4456926081329584,0.007617291662870186,49
223,0.10207134764641523,0.00774455646090163,15
224,0.15259147249162197,0.009458022615588589,20
225,0.6198304872959852,0.013601259059640094,68
226,1.426982686854899,0.010182399663321517,150
227,0.38548849057406187,0.013503701195243443,43
228,0.3865747209638357,0.007441362138774323,43
229,0.020331676118075848,0.01055318582231223,6
230,0.07170901540666819,0.011605872944314302,12
231,0.5131839392706752,0.00995843097278828,60
232,0.2651498196646571,0.009023565034744312,34
233,1.1367372358217835,0.009807309498561404,119
234,0.03806573897600174,0.011628313034480003,8
235,0.21930734813213348,0.010305036736655775,27
236,0.029127602465450764,0.009527668451481106,7
237,0.1244745496660471,0.009669061760468564,18
238,0.180336844176054,0.009825005021615636,23
239,0.2978098224848509,0.009967706394782358,35
240,0.5105655286461115,0.009889073749495299,58
241,0.47374794725328684,0.009737569301856394,54
242,0.7683127485215664,0.008404747383899049,84
243,0.41149770002812147,0.00882514249577459,47
244,0.15297089703381062,0.009401202844009129,21
245,0.1310827936977148,0.009290440702416974,19
246,0.7672912999987602,0.009684133137384284,81
247,0.6920686652883887,0.009841962521788964,74
248,0.12026247475296259,0.009728481589286228,17
249,0.3046461343765259,0.009371615781057033,36
250,0.30295932944864035,0.009787164991605321,35
251,0.18979229498654604,0.009588892552297048,23
252,0.1856910651549697,0.008542959125655405,23
253,0.5427778195589781,0.0092788577501614,59
254,0.31407333724200726,0.008538194060931132,36
255,0.11463022232055664,0.009149321806436194,16
256,0.32164192106574774,0.00889743820255976,39
257,0.30640633031725883,0.008216292383878415,35
258,0.1772646550089121,0.00938618119928715,22
259,0.265139814466238,0.008892372844562433,31
260,0.5083393333479762,0.006530128865317592,56
261,0.36446434166282415,0.00712220577539506,41
262,0.7082122405990958,0.008472862666408239,76
263,0.6173329204320908,0.011402706122191127,66
264,0.1325881090015173,0.009413773481128835,18
265,0.1431227633729577,0.00822173100511938,20
266,0.11217284016311169,0.00961062318376993,16
267,0.09469996951520443,0.008553045243007741,14
268,0.054579420015215874,0.0074582867766139465,10
269,0.2906557200476527,0.007633910872909452,35
270,0.1330476189032197,-0.022583417656802416,19
271,0.8142384355887771,0.010084878537700598,87
272,0.046928743831813335,0.010985927594490543,9
273,0.41524796932935715,0.009722495358439148,49
274,0.31914966087788343,0.010826095979825255,38
275,0.31628958880901337,0.00719980562842348,36
276,0.2588043212890625,0.010009680978365569,31
277,0.07415561564266682,0.014189971082255061,12
278,0.2956729559227824,0.010349680881116069,34
279,0.6566673154011369,0.00571640713292953,72
280,0.8142555551603436,0.01372793007318078,89
281,0.2971901008859277,0.008286940744980332,35
282,0.2270741630345583,0.00851121692023937,28
283,0.46561670769006014,0.008630126369678071,53
284,0.2872066665440798,0.011365986644909816,33
285,0.2948774928227067,0.010514996980008202,34
286,0.5383208645507693,0.011691771042073619,66
287,0.32796927355229855,0.011529503431442626,37
288,0.6275646341964602,0.013382862177830013,68
289,0.3603426879271865,0.006025243924889453,41
290,0.26798301190137863,0.009222280396837144,31
291,0.0923551069572568,0.0043587892328045275,14
292,0.03674725163727999,0.01647116912945274,8
293,0.04716846905648708,0.009505495638129042,9
294,0.08424893766641617,0.016144785968801794,13
295,0.03818002063781023,0.000376123409859333,8
296,0.06806028168648481,0.006953709099727901,11
297,0.7169512184336782,0.013396861897250928,79
298,0.22488304879516363,0.006605125532483443,27
299,0.11251287441700697,0.005944797300484649,16
300,0.18620379269123077,0.0050628931827734775,23
301,0.09679062850773335,0.004997970904497101,15
302,0.02860653679817915,0.003917780022343142,7
303,0.07415676396340132,-0.01749521121285145,12
304,0.4699111534282565,0.01065365501852854,52
305,0.4230964258313179,0.009316741316852601,49
306,0.0482385354116559,0.009904675921032674,9
307,0.1845362540334463,0.010056791408513701,23
308,0.34706790279597044,0.009475705276247524,39
309,-0.0052438462153077126,0.007184820228568343,3
310,0.12788863107562065,0.005795752905590829,18
311,0.06641579791903496,0.010587529040812772,11
312,0.956611156463623,0.011011375523751612,102
313,0.04684193339198828,0.010365805778331552,9
314,0.26479531079530716,0.008655199574110317,33
315,0.49700487311929464,0.013433993979190942,55
316,0.15716197900474072,0.01146645179063909,21
317,0.6997728273272514,0.010064261076183948,75
318,0.6844682702794671,0.009004492249636223,75
319,0.39473659452050924,0.0089651644937126,44
320,0.29786080308258533,0.013212235810410549,36
321,0.570852018892765,0.010679327521777837,64
322,0.29370368272066116,0.01022808944203639,36
323,0.0369305107742548,0.010278696871203077,8
324,0.4049408873543143,0.010547591263683266,46
325,0.4849699381738901,0.009435010082114684,55
326,0.1006718659773469,0.009809323836346102,15
327,0.3462242316454649,0.009698084011909929,43
328,0.5070553245022893,0.00967947354868319,56
329,0.22993995156139135,0.010117739784320349,30
330,0.45799388363957405,0.009782610515090247,52
331,0.5997409215196967,0.011233026252151336,66
332,0.4501318307593465,0.011003452991267251,51
333,0.12761076260358095,0.010014394863899614,18
334,0.07450016867369413,0.007915954627402133,12
335,0.3836814807727933,0.007339311693758872,45
336,0.7063411893323064,0.009672674430643942,75
337,0.05358071345835924,0.00951926184967935,10
338,0.3530944334343076,0.00981416616985877,42
339,0.13174484577029943,0.010376283284212815,19
340,0.2129000835120678,0.009539259193317414,27
341,0.2262480901554227,0.010211500314926042,28
342,0.17712119407951832,0.009075989388106586,22
343,0.20728230755776167,0.009832906554750902,28
344,0.5683541381731629,0.008534750085540376,63
345,0.10840107593685389,0.009602084352693973,15
346,0.011483225971460342,0.009574703902735762,5
347,0.3637592028826475,0.011389714474832691,42
348,0.3220101110637188,0.009356394817422915,38
349,2.694150771945715,0.008998044009039904,277
350,0.23937195166945457,0.00988203143424256,29
351,0.15184525027871132,0.009916452034575708,21
352,0.327284948900342,0.009152088269588021,39
353,0.3346686474978924,0.00927892164991771,38
354,0.47381578106433153,0.010654927465557412,54
355,0.4544514147564769,0.00996821318788674,51
356,0.4396182307973504,0.00734573784023678,49
357,0.6093461159616709,0.009505803895182713,68
358,0.2521888120099902,0.009249790324111324,30
359,0.25348864309489727,0.010239538259241409,32
360,0.2833478255197406,0.009756415146773152,34
361,0.35579202603548765,0.009331389005851828,41
362,0.09043067041784525,0.012669294054982797,14
363,0.3041734015569091,0.007804671619699057,35
364,0.27898825984448195,0.009961240738302428,32
365,0.2184631945565343,0.010090880401053902,27
366,0.16954864282160997,0.010175641916968604,21
367,0.11092574428766966,0.009983649550991526,15
368,0.9352353122085333,0.009329209932211764,99
369,0.5778161222115159,0.009872863088337562,64
370,0.0638290997594595,0.009235342700227703,11
371,0.6676569385454059,0.009890268670290404,73
372,0.0620803190395236,0.009440772158302734,11
373,0.4642542526125908,0.009808580005826874,51
374,0.1710578417405486,0.010629286116719212,21
375,0.16575684864073992,0.010149032090779718,23
376,0.8271523332223296,0.011534733777968306,91
377,0.19773634523153305,0.010241475655819517,25
378,0.03672968875616789,0.01076323016975884,8
379,0.5416607148945332,0.006532991917260407,59
380,0.4508889187127352,0.009662803470327799,52
381,0.4140885602682829,0.009700225284572794,46
382,0.5213782927021384,0.013317141245720698,58
383,0.029100148007273674,0.010719678639110755,7
384,0.1455978136509657,0.008359954211363135,20
385,0.6108063263818622,0.010164523939939794,68
386,0.26926303654909134,0.005723272189683751,32
387,0.5839037224650383,0.010043611381483217,65
388,0.18367815017700195,0.00945894871717476,25
389,0.3013725122436881,0.011497483803341185,35
390,0.06376522686332464,0.016060520220806427,11
391,0.18283718917518854,0.007645682907212471,24
392,0.3107771286740899,0.012699645396732217,36
393,0.18947693053632975,0.009624920782606475,23
394,0.20548057183623314,0.01020222523231957,26
395,0.40339247416704893,0.009811493631687757,46
396,0.10717219114303589,0.009832569867458457,15
397,0.17531583458185196,0.011253507537035759,23
398,0.3276322018355131,0.00945929493408186,38
399,0.6891119498759508,0.009310962959808053,75
400,0.35055253840982914,0.008479702619828612,39
401,0.553760607726872,0.010129872905177535,62
402,0.7004364216700196,0.010836451300098715,77
403,0.5932933883741498,0.005704374503556843,64
404,0.40731105767190456,0.0056273422259207565,46
405,0.3491757167503238,0.008701476945500022,40
406,0.35948372818529606,0.011368214851556105,44
407,0.17904375307261944,0.010023472846577338,23
408,0.15704511106014252,0.0078986852455947,21
409,0.4798101410269737,0.0074823576390074,53
410,0.6065378403291106,0.00808053219456127,68
411,0.7564196605235338,0.009103408380248168,82
412,0.36253249645233154,0.010893477626306861,41
413,0.1356011927127838,0.009049120396491481,18
414,0.385298615321517,0.012248754643744796,44
415,0.40386166237294674,0.004657230327984628,45
416,0.7156200874596834,0.00630401144310664,79
417,0.7584690945222974,0.010670584750266013,81
418,0.9138269107788801,0.005626191821422803,97
419,0.4699640702456236,0.011034026816997023,52
420,0.003329644910991192,-0.02263225546957321,4
421,0.3099528234452009,0.010206512145330124,35
422,0.06551914010196924,0.009165561200079293,11
423,0.2791510410606861,0.010597652189273393,35
424,0.157131003215909,0.00978793610268843,20
425,0.6103585297241807,0.009526882778371354,67
426,0.06660267803817987,0.009736748228606143,11
427,-0.02179952710866928,0.009633658347889405,1
428,0.028818074613809586,0.00960140637947121,7
429,0.548128736205399,0.009731288410122744,62
430,0.06542160641402006,0.009041724463585763,11
431,0.37250163964927197,0.010136051069834286,45
432,0.4741023825481534,0.008875088298664416,53
433,0.42657886166125536,0.006177396773997853,48
434,0.6220033280551434,0.01258494179205611,72
435,0.25678526423871517,0.00311571083842514,30
436,1.1760392133146524,0.00634473593264535,126
437,0.30055307876318693,0.018167237461504997,34
438,0.32915513683110476,0.0089099185094117,37
439,0.7356157042086124,0.007180163836540569,81
440,0.10981898102909327,0.004130596653143172,16
441,0.5779599761590362,0.014417169685696524,63
442,0.24146266840398312,0.008531739317195997,29
443,0.18926049303263426,-0.021501379854919782,23
444,0.09406559448689222,0.008136265830571041,14
445,0.14982473012059927,0.00903338525295175,20
446,0.5858594244346023,0.009111737725120677,64
447,0.03655434399843216,0.006794719912380557,8
448,0.05454340111464262,0.008333318212991601,10
449,0.3540317704901099,0.006180956023528293,40
450,0.4141825530678034,0.007969259418218588,46
451,0.0896531818434596,0.008100813163757187,14
452,0.588263088837266,0.010841572850716597,65
453,0.31251856591552496,0.010029935372281066,37
454,0.10877279751002789,0.007574548592436492,16
455,0.29058131761848927,0.009141652522879663,36
456,0.32102716341614723,0.008400729985889921,40
457,0.39474298153072596,0.008199903350707829,46
458,0.9517164807766676,0.007905272035595167,100
459,0.5521154720336199,0.009341902868234447,60
460,0.09406583104282618,0.00456605267374795,14
461,0.46034033223986626,0.007659845377027768,55
462,0.43094887398183346,0.008968590878650338,48
463,0.32019221130758524,0.011293924192643964,37
464,0.054295952431857586,-0.02102158550108461,10
465,0.32342816703021526,0.012418750360428605,37
466,0.4388009225949645,0.007354003083924889,48
467,0.020599626936018467,0.008305350598840258,6
468,0.09190963488072157,0.0069329419933097484,14
469,0.7720787841826677,0.005708282091283841,82
470,-0.021782072260975838,0.015528923957729115,1
471,1.237679697573185,0.012924171220540136,133
472,0.39072745479643345,0.008485714491822574,45
473,0.12105332408100367,0.0023927305831315526,18
474,0.11947369948029518,0.008896611914732441,17
475,0.08657251764088869,0.016169288894331082,14
476,0.36006628442555666,0.010056599310682729,41
477,0.3325580647215247,-0.02526846528784272,42
478,0.09467666689306498,0.010416387850882168,15
479,0.21070564817637205,0.012158676311030143,28
480,0.41617035400122404,0.011043932795856094,48
481,0.3041666401550174,0.009618222720334595,36
482,0.17504209838807583,0.009610802114438663,24
483,0.1561819752678275,0.009515971604880125,20
484,0.15818468015640974,0.01067685881362472,20
485,0.15302989445626736,0.009593374178005452,20
486,0.9279835885390639,0.009483386427096573,101
487,0.20103327184915543,0.011076932238602436,26
488,0.07228628639131784,0.004696775037847384,12
489,0.8694439260289073,0.009302009325147834,93
490,0.4351936997845769,0.003109797675224118,50
491,0.37087880354374647,0.0017611550913075704,45
492,0.1732620857656002,0.017468481527732425,22
493,0.9176477240398526,0.01454883584775104,97
494,0.49832976050674915,0.00969460959770956,57
495,0.3699305159971118,0.010050910339681042,43
496,-0.013548048213124275,0.00850413207663935,2
497,0.12085848860442638,0.0042795845788740385,17
498,0.4243692886084318,0.00881963193901541,48
499,0.46013808716088533,-0.01897872400949816,50
500,0.08903447445482016,0.008803667056910188,13
501,0.6436294270679355,0.008408525391533956,70
502,0.21772328112274408,0.008000287121632529,26
503,0.23731915280222893,0.007430460579837866,28
504,0.6518080225214362,0.009262871929194469,72
505,0.27455068845301867,0.0096748921654018,34
506,0.6208847165107727,0.00915481368147509,68
507,0.09337391797453165,0.009896366293851626,14
508,0.17677078396081924,0.008666906568179393,22
509,0.09270506631582975,0.002933829072829469,14
510,0.17243972793221474,0.0023435221398060563,23
511,0.11397681850939989,-0.02210159436822515,17
512,0.31807292625308037,0.009899546676064137,38
513,0.3079970870167017,0.011767385840475519,37
514,0.4286592248827219,0.009179666994939375,47
515,0.040344081819057465,0.010332924016593519,8
516,0.2697544638067484,0.010243271986502192,31
517,0.22220016457140446,0.009968596467186204,29
518,0.5120801916345954,0.00990374764228027,57
519,0.5767214512452483,0.010288610057672168,64
520,0.10668101906776428,0.009931515741584199,16
521,0.46205076295882463,0.0103986016565873,54
522,0.11811848171055317,0.009548054365988186,16
523,0.1499651400372386,0.013221352374437197,20
524,0.28762770257890224,0.008851156905331191,35
525,0.32609382923692465,0.009027921797512078,39
526,0.4635230405256152,0.008166427563433845,52
527,0.5922286557033658,0.005228652550430655,67
528,0.49236171040683985,0.015413889083425222,57
529,0.12236331775784492,0.00920125190702015,18
530,0.12040231935679913,0.00905419271566346,17
531,0.12116500921547413,0.00978256478580027,18
532,0.11853251978754997,0.008093997320022807,17
533,0.012616644613444805,0.008616698312228522,5
534,0.2139936601743102,0.009382370162178355,27
535,0.10636661574244499,0.009001629376437859,16
536,1.0231410460546613,0.008615493961778001,107
537,0.7120166700333357,0.007433813459348073,77
538,0.16919926181435585,0.004803953156137941,21
539,1.9069532314315438,-0.024789967958456203,197
540,0.21008825581520796,0.009060402008564094,26
541,0.38539506401866674,0.008732617584738754,44
542,0.0930035188794136,0.006489520015033165,14
543,0.11679554916918278,0.008605489210176103,16
544,0.15853729471564293,0.006016131569845629,21
545,1.092231759801507,-0.0209155741822037,120
546,0.49217279627919197,0.009965697154121655,56
547,1.2697053980082273,0.009067753661816388,136
548,0.3520149225369096,0.009900995875031541,40
549,-0.013475853018462658,0.011045392047240414,2
550,0.011424233205616474,0.012885063519537096,5
551,0.07227497640997171,0.010209988437292558,12
552,0.28336456324905157,0.009468582118830133,33
553,0.8905315371230245,0.009030565959043786,94
554,0.13285242393612862,0.008767708879169618,17
555,0.3068956043571234,0.010054954219866876,35
556,0.5460768220946193,0.009784122078800656,59
557,-0.021762769669294357,0.006683955257347571,1
558,0.27528128307312727,0.009739612263614507,34
559,0.44663325790315866,0.00820330577584974,51
560,0.44397874642163515,0.009516046327973524,50
561,0.1165299229323864,0.007755101110722612,16
562,0.05456839129328728,0.012567661149396564,10
563,0.45091903395950794,-0.024947631171053038,50
564,0.2816466372460127,0.00669684647948237,33
565,1.0508167864754796,0.00959581823542651,112
566,0.49481517542153597,0.008106905435736304,57
567,0.1404658341780305,0.009713361955273354,19
568,0.3672497710213065,0.008000424421027419,42
569,0.1917193727567792,0.011222025664464647,24
570,-0.013470585457980633,0.010756068466941843,2
571,0.18930489011108875,0.009612761242662825,23
572,0.25721744168549776,0.007854095135702873,30
573,0.2001189198344946,0.010652558806094966,25
574,0.06635219510644674,0.008853637219985638,11
575,0.19369044806808233,0.008941941672540874,24
576,0.5513333203271031,0.0071468204633578,62
577,0.5390805769711733,0.00951852975938784,59
578,0.4157273266464472,0.009860344864530158,49
579,0.6002389648929238,0.008559676284105264,70
580,0.3216367056593299,0.007562716613170964,37
581,1.5533939264714718,0.009031784594793129,162
582,0.740864435210824,0.00736928885637647,80
583,0.04687378741800785,0.008484752461868939,9
584,1.1368917124345899,0.009129815860162054,124
585,1.7444037040695548,-0.020107368247815838,183
586,0.7190721221268177,0.009784393073811671,82
587,0.8788924133405089,0.00875597132428917,94
588,2.3674093037843704,0.010072102492787081,246
589,0.682920889928937,0.010118403381263196,75
590,0.6089875102043152,0.008846542692396474,72
591,0.3146857423707843,0.008377306831428788,37
592,0.30637504253536463,0.009500064444521804,35
593,0.25845728628337383,0.010060087599569889,32
594,1.9905047928914428,0.007778571700028698,206
595,0.7169187758117914,0.009780890235219672,76
596,1.2749027963727713,0.009413899932876061,136
597,0.4456827649846673,0.007236038148458064,52
598,1.0748140327632427,0.009592501541477894,116
599,0.986939181573689,0.009478860295571122,106
600,0.4301103875041008,0.009525008251771338,48
601,0.29592613503336906,0.009756722254235455,34
602,0.42750091664493084,0.00937226828634353,47
603,0.21763790398836136,0.010697481355681117,26
604,0.3260527588427067,0.009438014256567805,40
605,0.2148895114660263,0.0064516661220048845,26
606,0.5707881776615977,0.009307178763152948,65
607,0.42277573700994253,0.010326284412410737,47
608,0.12010280322283506,0.009100976607764611,17
609,0.14029007777571678,0.00834462209730056,20
610,0.9332838924601674,0.00959792589701906,100
611,0.10403487831354141,0.011919506639934591,15
612,2.0925935320556164,0.007508376166093321,217
613,0.20961708948016167,0.007342581791696694,26
614,0.2520655635744333,0.007105253583118293,31
615,0.14113218523561954,0.008184728964977985,20
616,0.1506078913807869,0.008000589031618266,21
617,0.08489308878779411,0.009856888871808056,13
618,0.030044320970773697,0.008860187555957758,7
619,0.1350624170154333,0.009762821115833618,18
620,1.6235625818371773,0.009812013857649451,169
621,0.8827381767332554,0.009251788150756819,94
622,0.722235219553113,0.009027770033867786,81
623,0.1963911522179842,0.012830013890400165,25
624,0.011958109214901924,0.009530689668252063,5
625,0.97392787784338,0.00827661107718652,103
626,1.1154903136193752,0.01180326799431978,119
627,0.5482794446870685,0.007355342229176774,61
628,0.38353040255606174,0.010075517613398515,46
629,0.6761369640007615,0.008353711787297692,73
630,0.5135772712528706,0.008465738559268202,58
631,0.18076287675648928,0.007481158548266925,24
632,0.2372804069891572,0.0091549695000352,30
633,1.1924937795847654,0.009562112617224349,125
