Episode,Reward,Training_error,Duration
49,0.7485036235302687,0.008438172549403789,80
50,0.37988967821002007,0.008468850483517509,43
51,0.12253174651414156,0.00834587087477903,17
52,0.16287467908114195,0.008257478467405044,22
53,0.0677202632650733,-0.021708200336903672,11
54,0.07589964754879475,0.009528875107997766,12
55,0.1581198899075389,0.009644164559309802,20
56,0.5408492023125291,0.00968473373311422,59
57,0.3625471042469144,0.009699779046496581,42
58,0.20956592727452517,0.009636126870170831,25
59,0.31019412353634834,0.00968510013304259,39
60,0.37732820585370064,0.009574464252636404,43
61,0.21331931371241808,0.009626607578438208,27
62,0.16142021492123604,0.009510570823488704,22
63,0.07788164541125298,0.009559270538926723,13
64,0.2605238752439618,0.009629520449468252,31
65,0.3116582054644823,0.009517170661218877,36
66,0.4206910850480199,0.009453740142948289,47
67,0.0033547915518283844,0.009553158013603449,4
68,0.21691333036869764,0.009417800941955353,28
69,0.011842561885714531,0.009461553419635083,5
70,0.06683972664177418,0.009469861000552669,11
71,0.5018605617806315,0.009520051581690768,55
72,0.28626344352960587,0.009447257085939175,33
73,0.3218653192743659,0.009493866807006545,37
74,0.20649336464703083,0.00955517381757621,25
75,0.17512943129986525,0.009461932877766026,22
76,0.1314590498805046,0.009433761125985058,18
77,0.5710793836042285,0.009448298432625422,64
78,0.16320687625557184,0.009453144234284373,21
79,0.2428484633564949,0.009487929475282632,30
80,0.6620367309078574,0.009500302183764811,71
81,0.1862597856670618,0.009623759935637076,23
82,0.7375217135995626,0.009612684484734076,79
83,0.05497762281447649,0.009517616614006174,10
84,0.5134997358545661,0.009592162420998815,56
85,0.19950504694133997,0.009640331497234018,25
86,0.038354650139808655,0.009600755883160488,8
87,0.3107740757986903,0.009556666335814925,37
88,0.12644172180444002,0.009609151170218813,18
89,0.8367427866905928,0.00960108097400875,90
90,0.0293447719886899,0.009159236286746536,7
91,0.31544396467506886,0.00918726334391974,37
92,0.8465774040669203,0.00894703969057279,90
93,0.1779527822509408,0.008861988983842646,23
94,0.1688502049073577,0.008612280731483185,23
95,0.6684710644185543,0.008561216413255565,72
96,0.020485609769821167,0.008365570117750652,6
97,0.29392249416559935,-0.022106406673843775,35
98,0.19441808760166168,0.009498976396055259,25
99,0.09108384605497122,0.009718519676231782,14
100,0.17701044958084822,0.009379233650600888,22
101,0.07736105844378471,0.009435284413043558,12
102,0.21382576506584883,0.009610168975560773,28
103,0.0861271321773529,0.009426070744470227,13
104,0.2604858251288533,0.009436100902763327,32
105,-0.021777687594294548,0.009589821809853826,1
106,0.28047459572553635,0.009368250338857137,33
107,0.3119531059637666,0.009530346931266987,36
108,0.9743974320590496,0.009424149724111095,103
109,-0.013514376245439053,0.009408161104442429,2
110,0.1844614129513502,0.009354971059913944,24
111,0.13677372690290213,0.009439184480797998,18
112,0.093631393276155,0.009431707679671887,14
113,0.10161212272942066,0.009406404386433708,15
114,0.654424861073494,0.009405463318599604,71
115,0.2662419844418764,0.009380182714716983,34
116,0.011736798100173473,0.00929807247865782,5
117,0.029467327520251274,0.00936514401927809,7
118,0.1269979951903224,0.009375552806923468,18
119,0.2271927883848548,0.009474396148387328,29
120,0.2556902337819338,0.009414705841717516,30
121,0.3866548063233495,0.009363944532143143,43
122,0.3445564266294241,0.009356717491958268,39
123,0.08176541794091463,0.009216131905332799,13
124,0.11023196019232273,0.00938552678391306,16
125,0.1484492151066661,0.009292760075331745,20
126,0.1264748116955161,0.009246369925411235,17
127,0.1019410127773881,0.009201554402076192,15
128,0.7259849449619651,0.009218118701971537,78
129,0.5841193599626422,0.008944827289252645,63
130,0.5742657724767923,0.008684201787648447,64
131,0.047360665164887905,0.00903592522258161,9
132,0.5026156278327107,0.008577207493347628,56
133,1.4155266843736172,0.008394744367756946,146
134,0.05582865606993437,-0.02148475210748378,10
135,0.17483948450535536,0.009932029819782797,23
136,0.44602216873317957,0.009913786088057592,52
137,0.22296275570988655,0.009930499688459004,27
138,0.41059980168938637,0.009984156309782794,47
139,0.1322112949565053,0.009906103292113633,18
140,0.5257535642012954,0.009914045082174989,58
141,0.09260747861117125,0.010057327545716917,14
142,0.33148547913879156,0.009771906739723574,38
143,0.04682312533259392,0.009827472015529902,9
144,0.35867573879659176,0.009548524616942625,42
145,0.6056017829105258,0.009431742761708762,65
146,0.10610426124185324,0.00923857327992232,15
147,0.3094057971611619,0.009586967580052558,36
148,0.028757593594491482,0.009382185732912891,7
149,0.5473697641864419,0.009631878292028896,61
150,0.04763741325587034,0.009178818667573398,9
151,0.23166322987526655,0.009079081010605934,28
152,0.43994006607681513,0.00919219409727591,49
153,0.3326632594689727,0.009285827627086945,38
154,-0.01357392966747284,0.009242937230545348,2
155,0.07171348482370377,0.009310518859904122,12
156,0.2283296026289463,0.009292005830714533,27
157,0.05538049899041653,0.00932298820740294,10
158,0.7591674709692597,0.009402384619763136,83
159,0.3685863222926855,0.009215092277125688,42
160,0.254613533616066,0.008906182036037139,30
161,0.939140903763473,0.008960541071304973,101
162,0.4238831093534827,0.00925354072980859,47
163,0.13962615095078945,0.0090977110319124,19
164,0.8086406709626317,0.009113357749956086,86
165,0.710662224330008,0.008893154184184678,76
166,0.33645880594849586,0.00872000717954158,40
167,0.15265190694481134,0.008206850379147396,20
168,0.26890096068382263,0.008334951776997973,32
169,0.2670922540128231,0.008493431693145948,34
170,1.1710507795214653,0.007984632581319885,124
171,0.21399524621665478,-0.022290578415585887,27
172,0.030287020839750767,0.00989405782132086,7
173,0.2767832577228546,0.009911607588290076,32
174,0.36977928411215544,0.009955861224702106,43
175,0.8169602258130908,0.009957175863313949,88
176,0.28811239544302225,0.009961760175105874,33
177,0.29840237461030483,0.009922583647167204,35
178,0.27871792763471603,0.010109269085115075,33
179,0.5365474503487349,0.00999013334265708,59
180,0.2575165405869484,0.009967481377141407,30
181,0.5421920530498028,0.009640173382830276,61
182,0.4909329079091549,0.010085144572090796,56
183,0.17051733378320932,0.009568652097385066,22
184,0.3063455754891038,0.00992473029242498,36
185,0.19920937903225422,0.0098466108982809,24
186,0.5159994848072529,0.010106684688179372,57
187,0.25435121171176434,0.009948885248794555,33
188,0.34003650676459074,0.009800688377727696,39
189,0.14509915001690388,0.010084525469598454,20
190,-0.005173542536795139,0.009952889431682077,3
191,0.2042065467685461,0.009801077943184319,25
192,0.09549503959715366,0.01026280537289119,14
193,0.2686350755393505,0.010143042388296686,34
194,0.1673251874744892,0.010021095529712571,23
195,0.28851765021681786,0.010063533848805855,33
196,-0.005235569551587105,0.009988705651155854,3
197,0.15042283851653337,0.010201266981784357,21
198,0.23819894902408123,0.010037736714902913,29
199,0.0728431735187769,0.00980308096035647,12
200,0.19420561380684376,0.01021688503893321,25
201,0.3932179342955351,0.010380336490825202,44
202,0.29427944030612707,0.009606538580736405,34
203,0.6948276273906231,0.010013140696658505,76
204,0.11385683435946703,0.009753566912634749,16
205,0.2664703605696559,0.009944833677650746,31
206,0.3605559905990958,0.010029024977526352,41
207,0.14055762067437172,0.01022285517303576,19
208,0.19676209054887295,0.00972339280824601,25
209,0.22064097598195076,0.009926947779168587,27
210,0.1878079753369093,0.009760122781768809,24
211,0.2164418688043952,0.009995714890158675,27
212,-0.013436214998364449,0.010064466108888045,2
213,0.6414375267922878,0.009991942956817297,71
214,0.6312811318784952,0.009775912794792974,70
215,0.404880503192544,0.009835829450290618,45
216,0.434173465706408,0.010109106791001956,48
217,0.07517590653151274,0.010291234339195961,12
218,0.8960476061329246,0.010383800775086023,95
219,0.1894318275153637,0.010057507683092869,25
220,0.7258069412782788,0.010345562372305864,78
221,0.5356499319896102,0.009727087191368645,58
222,0.26000489946454763,0.00968281160929496,31
223,0.10181725956499577,0.00969186611555693,15
224,0.3748408230021596,0.009920437392022887,44
225,0.2560490844771266,0.010437925750582229,30
226,0.5794960949569941,0.009950526277527932,63
227,0.7002708837389946,0.010403672463141111,76
228,0.40400196518749,0.009571504563296036,45
229,0.012013652361929417,0.009964363311448595,5
230,0.04673702269792557,0.010095789052698157,9
231,0.1598271792754531,0.009876604966317877,22
232,0.0728917084634304,0.00971664439890064,12
233,0.3575027547776699,0.00982596869789265,40
234,0.573989586904645,0.010056407167280236,64
235,0.2264321632683277,0.00983901332223082,28
236,0.020281275734305382,0.00972996086147043,6
237,0.03013212140649557,0.009715013684424668,7
238,0.3870718451216817,0.009727976084222897,44
239,0.19727145694196224,0.009747616757595647,25
240,0.5383816501125693,0.009749580619775244,59
241,0.6529493909329176,0.009737251628962081,71
242,0.0738202165812254,0.009550472920676999,12
243,0.3691734438762069,0.009561216699213337,43
244,0.063783660531044,0.009643875905773376,11
245,0.14939760975539684,0.009615289751353536,21
246,0.3572691734880209,0.0096778622506854,41
247,0.5636573545634747,0.009693081265796486,62
248,0.2976327994838357,0.009672016091789592,35
249,0.3614698788151145,0.00960311250160371,41
250,0.5236245766282082,0.00965388799372822,57
251,0.7031993484124541,0.009586158273779137,77
252,0.3879766343161464,0.009423795589631438,44
253,0.07932362612336874,0.009517664420210173,12
254,0.12274152878671885,0.009406425126867462,17
255,0.1224365197122097,0.009444989872843933,17
256,0.20776213891804218,0.009410908925441755,27
257,0.20815262105315924,0.009270998320436177,25
258,0.2087160786613822,0.00937326394166913,25
259,0.5775162940844893,0.009267948981472198,63
260,0.0751736294478178,0.008862652589387237,12
261,0.2588964970782399,0.008843903329685774,31
262,0.546302636153996,0.00902655762022947,61
263,0.6846468914300203,0.009340939089869344,74
264,0.5853205258026719,0.008928786641989123,65
265,0.056465694680809975,0.008694935442959927,10
266,0.22279832419008017,0.008718589688187516,28
267,0.0659731887280941,0.008502859587675386,11
268,0.011591828428208828,0.008275279662109454,5
269,0.8542061019688845,0.008192901407209154,91
270,0.17692764848470688,-0.02189656475235558,23
271,0.28717463836073875,0.009956401728243811,33
272,0.37667876575142145,0.01007995206520626,45
273,0.16839089430868626,0.009910795316727089,22
274,0.20558366365730762,0.01006327473547227,26
275,0.45401789620518684,0.009608889175363433,51
276,0.7925206758081913,0.009989534770599046,84
277,0.055899699218571186,0.010545228864398985,10
278,0.5701999804005027,0.01004636634436209,62
279,0.12455806694924831,0.009414026964313505,17
280,1.51907376665622,0.010489873254772486,158
281,0.2677327049896121,0.009742367358366325,32
282,0.41787270549684763,0.00978198470011234,46
283,0.5629580859094858,0.009801014039865047,61
284,0.5598360653966665,0.010189325222733362,61
285,0.24651715904474258,0.010048017320769598,30
286,0.045777915976941586,0.010220010754468585,9
287,0.562125988304615,0.010220441735585653,61
288,0.7016610847786069,0.010463652282051091,75
289,0.1332897311076522,0.009460691161250924,18
290,0.2258554557338357,0.009869177527340834,27
291,0.23179002199321985,0.009196640511273571,30
292,-0.005136026069521904,0.01088575115161886,3
293,0.07128061540424824,0.009791134987762276,12
294,0.10120354779064655,0.010878729431942579,15
295,0.11848458182066679,0.00835526202489658,17
296,0.421295166015625,0.008843736358062923,50
297,0.23411591723561287,0.009688635206575645,28
298,0.2700615832582116,0.00910349681728172,32
299,0.20652768947184086,0.008234356636224094,26
300,0.3688729265704751,0.007945386483889488,42
301,-0.0052347974851727486,0.00844422226615196,3
302,0.01201242208480835,0.007315459557954986,5
303,0.08099763095378876,-0.02113028099527471,13
304,0.21371121052652597,0.009986849136082032,26
305,0.3791095409542322,0.009777573495574905,46
306,0.47934012301266193,0.009938265096415646,55
307,0.47412629146128893,0.009907001607495452,52
308,0.32277051359415054,0.00984336823060069,37
309,0.10329697094857693,0.009672580267281251,16
310,0.039456527680158615,0.009346715353708235,8
311,0.20901902578771114,0.010072075703212132,27
312,0.19742479361593723,0.010184515147000205,24
313,0.1346928821876645,0.010056758429480898,19
314,0.5606847340241075,0.009866997971382019,63
315,0.3967049065977335,0.010493788794917072,47
316,0.11775513924658298,0.010396058408433169,17
317,0.36357815004885197,0.00993349214225995,41
318,1.10805419459939,0.009847186033537689,116
319,0.4048522664234042,0.009909715100314664,45
320,0.19327031541615725,0.010468190909039343,24
321,0.1970882723107934,0.010170849897782951,24
322,0.12735055573284626,0.010051404075591653,18
323,0.11347970739006996,0.010028466308192686,17
324,0.2994368178769946,0.010206904718946154,36
325,0.12082735728472471,0.009694327897896798,17
326,0.04822330083698034,0.009883024744265351,9
327,0.13345633354038,0.009909170987293157,19
328,0.37927210703492165,0.009857596331957512,42
329,0.06537710502743721,0.009993665600886452,11
330,0.038260375149548054,0.009899775675637663,8
331,0.07480632606893778,0.010408334167370827,12
332,0.6356282159686089,0.010134003806804933,70
333,0.3043419858440757,0.010002137238550365,37
334,0.05664308089762926,0.009670239402847319,10
335,0.20183756481856108,0.009683228378920302,25
336,0.22523601725697517,0.009971619995649892,27
337,0.08759726118296385,0.009921704660829372,14
338,0.08388878777623177,0.009998980847742879,13
339,0.011724901385605335,0.01009028801148368,5
340,0.43769365549087524,0.009927867462084707,51
341,0.15873887203633785,0.01005384159018357,20
342,0.27578943222761154,0.009920228260855934,32
343,0.011478799395263195,0.009915006246008783,5
344,0.2544057546183467,0.009792747267800644,31
345,1.8867029882967472,0.00994055553587388,195
346,0.04458550550043583,0.009883111596473362,9
347,0.2278631292283535,0.010261003459003644,28
348,0.15783406980335712,0.009867854800406226,20
349,0.6101995287463069,0.00983651838053539,67
350,0.1780474130064249,0.009933079571971199,23
351,0.06421913579106331,0.009944577416151458,11
352,0.04002118483185768,0.00993447436266829,8
353,0.8199396720156074,0.009885414989924783,89
354,0.16742765065282583,0.010099549428083703,21
355,0.13190342765301466,0.009939660353628373,18
356,0.34706594701856375,0.009614442905697759,39
357,0.054852074943482876,0.009925918160298653,10
358,0.23062897939234972,0.009887430392803846,28
359,0.03788043465465307,0.010030521721955945,8
360,0.05549889523535967,0.009871943725744152,10
361,0.0952143743634224,0.009865356364208173,14
362,0.0642082104459405,0.010384958618999738,11
363,0.311253247782588,0.009786924629303813,36
364,0.4577974770218134,0.00992226203155509,51
365,0.11413451749831438,0.010047566627007558,16
366,0.9068622859194875,0.010038783772880706,96
367,1.0189977586269379,0.009974364652717808,107
368,0.15159716363996267,0.009862308950466506,20
369,0.15810108184814453,0.009920360727929017,21
370,0.36633077170699835,0.009887176800216368,44
371,0.5182822039350867,0.009968938316438017,57
372,0.003313557244837284,0.009881315458004965,4
373,0.29380982741713524,0.00991211847241909,34
374,0.3050590008497238,0.01007867650340985,35
375,0.18075672909617424,0.01007666364613341,24
376,0.1860349467024207,0.010181764242909236,23
377,0.10251282900571823,0.010038876225650318,15
378,0.01996789686381817,0.010180088239894377,6
379,0.3888477608561516,0.009487924271247927,46
380,0.23138551227748394,0.010037502111191431,28
381,0.232933783903718,0.010015308228579852,30
382,0.11007255129516125,0.010454339942446692,16
383,0.08831772767007351,0.009897407112538718,14
384,0.36315320059657097,0.009542890691514011,42
385,0.029299642890691757,0.009946251302988424,7
386,0.11300423368811607,0.009271083307810431,16
387,0.16737774945795536,0.009881416935326381,21
388,-0.02177255228161812,0.009716589798110433,1
389,0.1373289143666625,0.01014919242092406,18
390,0.205603102222085,0.010669150086763782,27
391,0.0473870225250721,0.009214445848826988,9
392,0.4698787210509181,0.010215921231187993,52
393,0.30250130221247673,0.009567170924816494,35
394,0.05690882261842489,0.009746810338715738,10
395,0.766756103374064,0.009665203357078302,82
396,0.19331168569624424,0.009660146004827829,24
397,0.08420273661613464,0.009852425370348281,13
398,0.10919515695422888,0.009561080965068223,15
399,0.045230038464069366,0.009528216503913877,9
400,0.3616088442504406,0.009366070110771018,41
401,0.77123933006078,0.009752943679155301,83
402,0.06920972000807524,0.009810415586720423,11
403,0.24556573946028948,0.008881815664182694,30
404,0.25767450500279665,0.008693833165067825,30
405,0.5745853958651423,0.009204741723495505,63
406,0.019686440005898476,0.009698878104989534,6
407,0.54510613437742,0.009220785650096456,61
408,0.5343181677162647,0.009010800892908738,60
409,0.8540410436689854,0.008714635483130354,91
410,0.09299397096037865,0.008860400079088261,14
411,0.14378136489540339,0.009037826227927339,19
412,0.26755150128155947,0.009257236089249662,31
413,0.3333504730835557,0.008806419385392233,39
414,0.6187771819531918,0.009445227635755959,67
415,0.5095385499298573,0.008036370725848856,56
416,0.5123913390561938,0.008132453282247392,56
417,1.4503835700452328,0.0089336161750691,151
418,0.2965294038876891,0.007944742204277402,34
419,0.7255905494093895,0.008811305465202274,77
420,0.003329644910991192,-0.02186785567497191,4
421,0.19712163601070642,0.009653746887275178,24
422,0.42342272214591503,0.009506846297689739,50
423,0.04608991555869579,0.0096993003940402,9
424,0.14721168391406536,0.009650263093797655,19
425,0.34381385799497366,0.009568060501617823,39
426,0.5589276682585478,0.00958560431222764,62
427,-0.02176845446228981,0.00961332285037147,1
428,0.02867710590362549,0.009586429254526099,7
429,0.12012348137795925,0.009500810550841567,17
430,0.06539405230432749,0.009538816735149053,11
431,0.020061828196048737,0.00960844955221415,6
432,0.05419848766177893,0.009440336530053236,10
433,0.3756989846006036,0.008965138327445093,43
434,0.12746887654066086,0.009948300406109447,18
435,0.7176104886457324,0.008381725890809303,76
436,0.28673017490655184,0.00889770030521192,34
437,0.7284998307004571,0.010487030502282701,78
438,1.013039181008935,0.008972675396956226,106
439,0.23379617370665073,0.008805286850122886,31
440,0.38403317891061306,0.008161226579618876,44
441,0.1230153413489461,0.009713091179072713,17
442,0.3703901506960392,0.008407140320086885,42
443,0.7006365470588207,-0.021584980885659688,75
444,0.13849770464003086,0.008898376848291305,19
445,0.1874753562733531,0.008953377701736744,24
446,0.13618349842727184,0.008985634120318158,18
447,-0.013425290584564209,0.008547929676299647,2
448,0.05495452228933573,0.008800937434306988,10
449,0.08723817393183708,0.008520021592534368,13
450,0.6834226911887527,0.008685960276473653,73
451,0.16955384705215693,0.0086499571619973,23
452,0.3086577011272311,0.009003841643846674,35
453,0.2822470273822546,0.00882444625388393,33
454,0.05469013471156359,0.008522228831074003,10
455,0.10594849660992622,0.008733743669019136,15
456,0.03858470916748047,0.008658614112515815,8
457,0.49494020361453295,0.008476507148218768,54
458,0.39559982530772686,0.008473160871044987,45
459,0.29746642243117094,0.008705446472147755,34
460,0.11926407273858786,0.007977855765210184,17
461,0.24453412555158138,0.008283539396242306,31
462,0.6592131135985255,0.008442014299555725,72
463,0.26805262453854084,0.008741240318000741,31
464,0.03697931952774525,-0.021641071227688796,8
465,0.2505747862160206,0.009905365610151269,29
466,0.5958086661994457,0.009054377687591953,65
467,0.038115580566227436,0.009314605164906755,8
468,0.03945276327431202,0.009132564291500356,8
469,0.39148578606545925,0.008941995774928381,44
470,0.011253037489950657,0.010289204062004181,5
471,0.2230149693787098,0.009925909756523781,27
472,0.10450939740985632,0.009076395498066561,15
473,-0.005127915181219578,0.00818466789545782,3
474,0.03912351559847593,0.008869219241927523,8
475,0.15770913939923048,0.009969235056474433,22
476,0.16826487705111504,0.00866374198845994,22
477,0.4049755521118641,-0.022419957264990357,46
478,0.03663891740143299,0.009923671430106458,8
479,0.029243621975183487,0.010244358039795192,7
480,0.11236695200204849,0.010025433163738768,16
481,0.5813186904415488,0.009772193298668092,68
482,0.0728552807122469,0.00980847281985164,12
483,0.5636111907660961,0.009953017230817832,62
484,0.4126725373789668,0.009962207067803677,46
485,0.21080010198056698,0.009613254799596418,26
486,0.31404276471585035,0.009536118891914133,36
487,0.03952584229409695,0.010147491608236926,8
488,0.1324218511581421,0.009013969186814297,19
489,0.25645651668310165,0.009074758872994826,32
490,0.2597571164369583,0.008658692860354106,31
491,0.18870765902101994,0.008346140841556918,24
492,0.9959180196747184,0.010445698834446333,107
493,0.4064411735162139,0.010058392266698088,45
494,0.10272826254367828,0.009141207841505935,15
495,0.11648231279104948,0.008896967806161817,16
496,0.11282024439424276,0.008629609975533888,17
497,0.11221743188798428,0.0073520104188006296,16
498,0.30600757617503405,0.008466552089562516,37
499,0.23266743775457144,-0.021096757897791106,28
500,0.11639080662280321,0.009196943182703142,16
501,0.1690722331404686,0.009100496216393502,22
502,0.20695816446095705,0.008994807286744701,25
503,0.3132410869002342,0.008666706084221777,37
504,0.04610194452106953,0.009325663917943495,9
505,0.38530116621404886,0.009039367743027297,46
506,0.09007486142218113,0.009012347309225423,14
507,0.07678483054041862,0.009284231499757226,12
508,0.6516437819227576,0.008674904019424223,71
509,0.05718947108834982,0.007113708300510568,10
510,0.1646027434617281,0.006821080978731149,23
511,0.08904036413878202,-0.02204852075026921,14
512,0.6360647575929761,0.009975035765933433,71
513,0.12509027309715748,0.010316640228850333,17
514,1.152848438359797,0.01001677470741374,120
515,0.1385153466835618,0.009894486716994765,19
516,0.7140677021816373,0.009882012614968922,76
517,0.30739630199968815,0.009838344670775089,37
518,0.07842227071523666,0.009929087305635055,12
519,0.17497215792536736,0.009969417102778093,22
520,0.06477628089487553,0.009816263195602784,11
521,0.15159449353814125,0.00979587548197221,20
522,0.6984298685565591,0.009920651025085579,76
523,0.10531305614858866,0.01064643077266563,15
524,0.12480651028454304,0.00998977938250796,17
525,0.1314565623179078,0.00954366245400879,18
526,0.2615199601277709,0.009367210512519843,31
527,0.4805507091805339,0.007966972585007618,55
528,0.1228998089209199,0.010329848130932259,17
529,0.01995878294110298,0.009242592793707285,6
530,0.13139597233384848,0.009115177046589516,18
531,0.28324649948626757,0.008793991424527425,35
532,0.5029279552400112,0.008634697014839736,57
533,0.055255113169550896,0.008753293428097242,10
534,0.18752066884189844,0.008824570829102756,24
535,0.030346493236720562,0.008965736607091972,7
536,0.2058903779834509,0.008658899557958098,25
537,0.5693793119862676,0.008293995932069772,62
538,0.7281772112473845,0.007207184415250355,81
539,0.1905585676431656,-0.021928967426792487,24
540,0.40263383742421865,0.008608309488009986,45
541,0.49494591541588306,0.008511939620376493,56
542,0.4294761773198843,0.008048570238387915,48
543,0.20610262639820576,0.008302806882764089,25
544,0.189034353941679,0.007872442173096067,24
545,0.06400099210441113,-0.021809094281682765,11
546,0.45693959947675467,0.009584550219963123,51
547,0.07490563113242388,0.009475394819479562,12
548,0.3433495070785284,0.009513949226829221,39
549,0.11342272069305182,0.00996826321997341,17
550,0.09584076143801212,0.010225751495195301,15
551,0.038105553947389126,0.009717328121153867,8
552,0.52919349540025,0.009436055871129062,58
553,0.5540312519297004,0.009278512933468668,61
554,0.310404397547245,0.009001448437591753,36
555,0.2271332973614335,0.0094973908297823,27
556,0.42793615255504847,0.009294337200307833,48
557,-0.021762769669294357,0.008532997291474848,1
558,0.037234095856547356,0.008897411499181336,8
559,0.1648691799491644,0.00847093941238799,23
560,0.470964128151536,0.009007096166970527,53
561,0.7001308528706431,0.008237429461416769,78
562,0.028835372999310493,0.00948736085264818,7
563,0.17207445856183767,-0.021863084479473938,22
564,0.20455759949982166,0.00872830181184179,25
565,0.06850145477801561,0.00911852595263713,11
566,0.25399824790656567,0.008964521144470498,31
567,0.3261228296905756,0.009035764098580585,40
568,0.27026299480348825,0.009040334437125168,32
569,0.2429386656731367,0.009401068066195997,29
570,0.01975149568170309,0.009274842831614907,6
571,0.3430666159838438,0.008898548342697604,39
572,0.43832533806562424,0.008715536736217758,50
573,0.9541279096156359,0.009244015711142748,101
574,0.0926905581727624,0.008719893067278524,14
575,0.4319616947323084,0.008717003993107911,48
576,0.5904992977157235,0.008599958081256714,66
577,0.1221406888216734,0.008758320567827785,17
578,0.06743329111486673,0.008865062282920418,11
579,0.04554903507232666,0.00858863830220757,9
580,0.04813810903578997,0.00856100080602804,9
581,0.24639657512307167,0.008728438207707134,30
582,0.2677612015977502,0.008634454325606649,31
583,0.15053445007652044,0.008253689818479175,21
584,0.43841618951410055,0.008388302281215324,49
585,0.23484730254858732,-0.021865007311965844,28
586,0.2780701722949743,0.009769403718044464,33
587,0.4150049863383174,0.00950502737734122,46
588,0.6478794785216451,0.009721586522878339,75
589,0.41595169343054295,0.00976784692067722,46
590,0.3327372297644615,0.009679010192882446,38
591,0.34665234480053186,0.009347072162145927,41
592,0.22649275977164507,0.009537890696327305,27
593,0.04828752391040325,0.009876177407700297,9
594,0.6063093263655901,0.00902132581020036,66
595,0.2753301626071334,0.009522650669791946,32
596,0.7092540580779314,0.009627079034287592,76
597,0.011594804003834724,0.008818609056046188,5
598,0.6869574030861259,0.009383099890091754,73
599,0.47380814515054226,0.009359882072781512,52
600,0.423885153606534,0.009382268659901464,48
601,0.17260210681706667,0.009441914649830834,22
602,0.6265485556796193,0.009300521036644895,68
603,0.6746815331280231,0.009572849380797154,72
604,0.13984693866223097,0.009367429793154976,19
605,0.4689928041771054,0.008689986863402712,52
606,0.14383367914706469,0.0094466265547634,20
607,0.3876742860302329,0.00953404036688799,44
608,0.4489792212843895,0.009581771967119733,52
609,0.11816303804516792,0.009411843269903356,17
610,0.1659377682954073,0.009498903951615803,21
611,0.42131729144603014,0.010116651725420483,47
612,0.3678657151758671,0.009036561814759755,42
613,0.2916562044993043,0.009026412501143465,36
614,0.1225845068693161,0.009025553619302715,17
615,-0.005248963832855225,0.009292264503757692,3
616,0.12544666044414043,0.009433605094319992,18
617,0.057736413553357124,0.009646159439018486,10
618,0.30664822086691856,0.009444970713366713,38
619,0.6460210410878062,0.009744467193377227,70
620,0.2365620555356145,0.009704650942088031,29
621,0.0975225679576397,0.00954790561739615,14
622,0.23118047043681145,0.009512096179501491,27
623,0.19027576316148043,0.010309492665629225,24
624,0.04554560221731663,0.009670914951045228,9
625,0.2959914021193981,0.009509348131569713,34
626,0.5346288476139307,0.010087735795868791,58
627,0.234991317614913,0.00944120304256099,28
628,-0.021767493337392807,0.009637968498745417,1
629,0.20877387467771769,0.009435442341510794,25
630,0.4317689426243305,0.009394670450594176,48
631,0.10375492367893457,0.008926798574197342,16
632,0.1394995441660285,0.00941552209805404,20
633,0.502454194240272,0.009303419638054863,55
