Episode,Reward
0,0.24912540521472692
1,0.8018615180626512
2,0.43159604351967573
3,0.38251827005296946
4,0.13903949316591024
5,0.16614290326833725
6,0.2685441793873906
7,0.26898591965436935
8,0.123910010792315
9,0.3976045409217477
10,0.5189868239685893
11,0.14704848174005747
12,0.08523356728255749
13,0.17728754505515099
14,0.003412325866520405
15,0.10679934918880463
16,0.69828334543854
17,0.3851250074803829
18,0.09662303607910872
19,0.21623645164072514
